time,seq,class,rtt,hops
6478,121,1,0,3
6479,131,2,0,3
6480,97,1,0,3
6481,163,1,0,3
6482,100,1,0,3
6483,10,1,0,3
6484,33,1,0,3
6485,56,1,0,3
6486,57,1,0,3
6487,162,1,0,3
6488,27,1,0,3
6489,0,1,0,3
6490,14,1,0,3
6491,121,1,0,3
6492,97,1,0,3
6493,42,1,0,3
6494,54,1,0,3
6495,51,1,0,3
6496,41,1,0,3
6497,94,1,0,3
6498,97,1,0,3
6499,3,1,0,3
6500,25,1,0,3
6501,32,1,0,3
6502,565,2,0,3
6503,12,1,0,3
6504,5913,3,0,3
6505,131,2,0,3
6506,1060,2,0,3
6507,6506,5,23.1686,3
6508,62,1,0,3
6509,435,1,0,3
6510,0,1,0,3
6511,53,1,0,3
6512,435,1,0,3
6513,22,1,0,3
6514,6513,9,19.5206,3
6515,92,1,0,3
6516,338,1,0,3
6517,3196,2,0,3
6518,42,1,0,3
6519,176,1,0,3
6520,153,1,0,3
6521,102,1,0,3
6522,53,1,0,3
6523,76,1,0,3
6524,180,1,0,3
6525,5550,4,0,3
6526,639,2,0,3
6527,27,1,0,3
6528,53,1,0,3
6529,9,1,0,3
6530,112,1,0,3
6531,128,1,0,3
6533,180,1,0,3
6534,6531,45,-1,-1
6534,162,1,0,3
6535,85,1,0,3
6536,17,1,0,3
6537,85,1,0,3
6538,573,2,0,3
6539,83,1,0,3
6540,6539,5,18.8807,3
6541,168,1,0,3
6542,180,1,0,3
6543,17,1,0,3
6544,69,1,0,3
6545,42,1,0,3
6546,435,1,0,3
6547,69,1,0,3
6548,97,1,0,3
6549,22,1,0,3
6550,6549,7,29.6966,3
6551,176,1,0,3
6552,2189,2,0,3
6553,163,1,0,3
6554,5,1,0,3
6555,12,1,0,3
6556,112,1,0,3
6557,41,1,0,3
6558,84,1,0,3
6559,12,1,0,3
6560,2780,2,0,3
6561,128,1,0,3
6562,14,1,0,3
6563,9,1,0,3
6564,91,1,0,3
6565,153,1,0,3
6566,27,1,0,3
6567,9,1,0,3
6568,25,1,0,3
6569,14,1,0,3
6570,17,1,0,3
6571,3,1,0,3
6572,6571,5,20.4806,3
6573,27,1,0,3
6574,81,1,0,3
6575,17,1,0,3
6576,6575,9,21.2487,3
6577,1,1,0,3
6578,45,1,0,3
6579,27,1,0,3
6580,9,1,0,3
6581,92,1,0,3
6582,168,1,0,3
6583,39,1,0,3
6584,1,1,0,3
6585,180,1,0,3
6586,6585,15,29.6966,3
6587,60,1,0,3
6588,100,1,0,3
6589,112,1,0,3
6590,19,1,0,3
6591,93,1,0,3
6592,176,1,0,3
6593,84,1,0,3
6594,102,1,0,3
6595,94,1,0,3
6596,22,1,0,3
6597,19,1,0,3
6598,25,1,0,3
6599,27,1,0,3
6600,93,1,0,3
6602,435,1,0,3
6603,6600,3,-1,-1
6603,162,1,0,3
6604,0,1,0,3
6605,85,1,0,3
6606,92,1,0,3
6607,93,1,0,3
6608,93,1,0,3
6609,37,1,0,3
6610,39,1,0,3
6611,128,1,0,3
6612,168,1,0,3
6613,0,1,0,3
6614,187,1,0,3
6615,51,1,0,3
6616,409,2,0,3
6617,112,1,0,3
6618,100,1,0,3
6619,832,2,0,3
6620,128,1,0,3
6621,33,1,0,3
6622,1,1,0,3
6623,5,1,0,3
6624,6623,4,22.4006,3
6625,84,1,0,3
6626,6625,9,25.7286,3
6627,101,1,0,3
6628,112,1,0,3
6629,17,1,0,3
6630,57,1,0,3
6631,100,1,0,3
6632,100,1,0,3
6633,154,1,0,3
6634,93,1,0,3
6635,39,1,0,3
6636,12,1,0,3
6637,58,1,0,3
6638,338,1,0,3
6639,1544,3,0,3
6640,2435,2,0,3
6641,409,2,0,3
6642,9,1,0,3
6643,176,1,0,3
6644,6643,3,34.3047,3
6645,32,1,0,3
6646,112,1,0,3
6648,154,1,0,3
6649,6646,11,-1,-1
6649,42,1,0,3
6650,121,1,0,3
6651,121,1,0,3
6652,1,1,0,3
6653,19,1,0,3
6654,33,1,0,3
6655,39,1,0,3
6656,435,1,0,3
6657,162,1,0,3
6658,57,1,0,3
6659,81,1,0,3
6660,39,1,0,3
6661,10,1,0,3
6662,32,1,0,3
6663,51,1,0,3
6664,56,1,0,3
6665,7,1,0,3
6666,93,1,0,3
6667,69,1,0,3
6668,3,1,0,3
6669,32,1,0,3
6670,85,1,0,3
6671,25,1,0,3
6672,19,1,0,3
6673,102,1,0,3
6674,91,1,0,3
6675,39,1,0,3
6676,22,1,0,3
6677,53,1,0,3
6678,91,1,0,3
6679,69,1,0,3
6680,1,1,0,3
6681,176,1,0,3
6682,320,2,0,3
6683,7,1,0,3
6684,93,1,0,3
6685,91,1,0,3
6686,10,1,0,3
6687,32,1,0,3
6689,100,1,0,3
6690,6687,5,-1,-1
6690,7,1,0,3
6691,57,1,0,3
6692,2566,3,0,3
6693,128,1,0,3
6694,180,1,0,3
6695,47,2,0,3
6696,51,1,0,3
6697,168,1,0,3
6698,153,1,0,3
6699,62,1,0,3
6700,102,1,0,3
6701,180,1,0,3
6702,91,1,0,3
6703,3,1,0,3
6704,6703,29,16.9606,3
6705,42,1,0,3
6706,3824,6,0,3
6707,12,1,0,3
6708,54,1,0,3
6709,435,1,0,3
6710,315,3,0,3
6711,5,1,0,3
6712,51,1,0,3
6713,58,1,0,3
6714,51,1,0,3
6715,14,1,0,3
6716,6715,5,22.0806,3
6717,187,1,0,3
6718,162,1,0,3
6719,58,1,0,3
6720,3457,2,0,3
6721,124,1,0,3
6722,180,1,0,3
6723,112,1,0,3
6724,6723,4,23.3606,3
6725,52,1,0,3
6726,27,1,0,3
6727,22,1,0,3
6728,163,1,0,3
6729,166,1,0,3
6730,168,1,0,3
6731,12,1,0,3
6732,22,1,0,3
6733,7,1,0,3
6734,2256,3,0,3
6735,1519,2,0,3
6736,12,1,0,3
6737,39,1,0,3
6738,32,1,0,3
6739,76,1,0,3
6740,101,1,0,3
6741,124,1,0,3
6742,5,1,0,3
6743,5193,4,0,3
6744,435,1,0,3
6745,112,1,0,3
6746,100,1,0,3
6747,6188,5,0,3
6748,153,1,0,3
6749,162,1,0,3
6750,53,1,0,3
6751,154,1,0,3
6752,54,1,0,3
6753,6752,3,30.0166,3
6754,58,1,0,3
6755,62,1,0,3
6756,84,1,0,3
6757,102,1,0,3
6758,58,1,0,3
6759,112,1,0,3
6760,6,1,0,3
6761,162,1,0,3
6762,37,1,0,3
6764,320,2,0,3
6765,6762,2,-1,-1
6765,6764,13,24.4486,3
6766,3,1,0,3
6767,154,1,0,3
6768,81,1,0,3
6769,166,1,0,3
6770,0,1,0,3
6771,91,1,0,3
6772,153,1,0,3
6773,83,1,0,3
6774,6773,4,18.8806,3
6775,97,1,0,3
6776,76,1,0,3
6777,112,1,0,3
6778,435,1,0,3
6779,168,1,0,3
6780,91,1,0,3
6781,14,1,0,3
6782,94,1,0,3
6783,162,1,0,3
6784,100,1,0,3
6785,22,1,0,3
6786,101,1,0,3
6787,128,1,0,3
6788,154,1,0,3
6789,60,1,0,3
6790,17,1,0,3
6791,168,1,0,3
6792,76,1,0,3
6793,124,1,0,3
6794,12,1,0,3
6795,187,1,0,3
6796,102,1,0,3
6797,83,1,0,3
6798,3,1,0,3
6799,52,1,0,3
6800,7,1,0,3
6801,100,1,0,3
6802,97,1,0,3
6803,6802,4,21.8887,3
6804,97,1,0,3
6805,3,1,0,3
6806,39,1,0,3
6807,102,1,0,3
6808,19,1,0,3
6809,128,1,0,3
6810,6809,3,23.3606,3
6811,338,1,0,3
6812,6811,8,20.4807,3
6813,76,1,0,3
6814,5,1,0,3
6815,168,1,0,3
6816,56,1,0,3
6817,41,1,0,3
6818,100,1,0,3
6819,6,1,0,3
6820,22,1,0,3
6821,81,1,0,3
6822,41,1,0,3
6823,168,1,0,3
6824,69,1,0,3
6825,102,1,0,3
6826,84,1,0,3
6827,6320,3,0,3
6828,124,1,0,3
6829,51,1,0,3
6830,0,1,0,3
6831,58,1,0,3
6832,153,1,0,3
6833,92,1,0,3
6834,6,1,0,3
6835,17,1,0,3
6836,102,1,0,3
6837,57,1,0,3
6838,39,1,0,3
6839,153,1,0,3
6840,22,1,0,3
6841,112,1,0,3
6842,101,1,0,3
6843,94,1,0,3
6844,12,1,0,3
6845,0,1,0,3
6846,101,1,0,3
6847,102,1,0,3
6848,60,1,0,3
6849,1607,2,0,3
6850,182,2,0,3
6851,121,1,0,3
6852,102,1,0,3
6853,832,2,0,3
6854,22,1,0,3
6855,56,1,0,3
6856,76,1,0,3
6857,6856,3,30.6567,3
6858,112,1,0,3
6859,27,1,0,3
6860,14,1,0,3
6861,10,1,0,3
6862,22,1,0,3
6863,6862,5,20.1607,3
6864,124,1,0,3
6865,163,1,0,3
6866,1232,2,0,3
6867,338,1,0,3
6868,22,1,0,3
6869,832,2,0,3
6870,62,1,0,3
6871,7,1,0,3
6872,94,1,0,3
6873,60,1,0,3
6874,3564,3,0,3
6875,81,1,0,3
6876,163,1,0,3
6877,45,1,0,3
6878,58,1,0,3
6879,100,1,0,3
6880,92,1,0,3
6881,166,1,0,3
6882,81,1,0,3
6883,58,1,0,3
6884,132,2,0,3
6885,33,1,0,3
6886,112,1,0,3
6887,187,1,0,3
6888,128,1,0,3
6889,2435,2,0,3
6890,6,1,0,3
6891,76,1,0,3
6893,93,1,0,3
6894,6891,13,-1,-1
6894,12,1,0,3
6895,5,1,0,3
6896,93,1,0,3
6897,1250,2,0,3
6898,91,1,0,3
6899,176,1,0,3
6900,163,1,0,3
6901,17,1,0,3
6902,94,1,0,3
6903,37,1,0,3
6904,93,1,0,3
6905,101,1,0,3
6906,6,1,0,3
6907,32,1,0,3
6908,22,1,0,3
6909,14,1,0,3
6910,10,1,0,3
6911,162,1,0,3
6912,163,1,0,3
6913,60,1,0,3
6914,100,1,0,3
6915,32,1,0,3
6916,45,1,0,3
6917,101,1,0,3
6918,39,1,0,3
6919,10,1,0,3
6920,76,1,0,3
6921,5,1,0,3
6922,6921,4,21.7606,3
6923,97,1,0,3
6924,5634,6,0,3
6925,112,1,0,3
6926,76,1,0,3
6927,33,1,0,3
6928,3649,3,0,3
6929,153,1,0,3
6930,5,1,0,3
6931,52,1,0,3
6932,9,1,0,3
6933,9,1,0,3
6934,124,1,0,3
6935,84,1,0,3
6936,0,1,0,3
6937,97,1,0,3
6938,85,1,0,3
6939,52,1,0,3
6940,3649,3,0,3
6941,100,1,0,3
6942,10,1,0,3
6943,60,1,0,3
6944,338,1,0,3
6945,52,1,0,3
6946,41,1,0,3
6947,100,1,0,3
6948,112,1,0,3
6949,176,1,0,3
6950,84,1,0,3
6951,435,1,0,3
6952,25,1,0,3
6953,6952,5,15.6804,3
6954,57,1,0,3
6955,101,1,0,3
6956,41,1,0,3
6957,57,1,0,3
6958,1927,2,0,3
6959,776,2,0,3
6960,3564,3,0,3
6961,22,1,0,3
6962,76,1,0,3
6963,27,1,0,3
6964,12,1,0,3
6965,10,1,0,3
6966,25,1,0,3
6967,154,1,0,3
6968,93,1,0,3
6969,97,1,0,3
6970,757,2,0,3
6971,572,3,0,3
6972,9,1,0,3
6973,128,1,0,3
6974,6973,4,17.2806,3
6975,14,1,0,3
6976,58,1,0,3
6977,52,1,0,3
6978,42,1,0,3
6979,14,1,0,3
6980,5,1,0,3
6981,9,1,0,3
6982,42,1,0,3
6983,27,1,0,3
6984,6,1,0,3
6985,39,1,0,3
6986,51,1,0,3
6987,101,1,0,3
6988,93,1,0,3
6989,58,1,0,3
6990,163,1,0,3
6991,85,1,0,3
6992,187,1,0,3
6993,27,1,0,3
6994,338,1,0,3
6995,180,1,0,3
6996,19,1,0,3
6997,17,1,0,3
6998,121,1,0,3
6999,93,1,0,3
7000,101,1,0,3
7001,776,2,0,3
7002,93,1,0,3
7003,27,1,0,3
7004,124,1,0,3
7005,85,1,0,3
7006,25,1,0,3
7007,69,1,0,3
7008,9,1,0,3
7009,93,1,0,3
7010,19,1,0,3
7011,58,1,0,3
7012,83,1,0,3
7013,32,1,0,3
7014,153,1,0,3
7015,153,1,0,3
7016,32,1,0,3
7017,124,1,0,3
7018,53,1,0,3
7019,33,1,0,3
7020,54,1,0,3
7021,62,1,0,3
7022,891,2,0,3
7023,39,1,0,3
7024,2564,2,0,3
7025,162,1,0,3
7026,84,1,0,3
7027,53,1,0,3
7028,168,1,0,3
7029,100,1,0,3
7030,3,1,0,3
7031,76,1,0,3
7032,60,1,0,3
7033,51,1,0,3
7034,435,1,0,3
7035,52,1,0,3
7036,153,1,0,3
7037,91,1,0,3
7038,92,1,0,3
7039,7,1,0,3
7040,7039,4,10.6882,3
7041,7040,10,23.8086,3
7042,102,1,0,3
7043,41,1,0,3
7044,9,1,0,3
7045,81,1,0,3
7046,435,1,0,3
7047,12,1,0,3
7048,52,1,0,3
7049,1,1,0,3
7050,14,1,0,3
7051,163,1,0,3
7052,153,1,0,3
7053,41,1,0,3
7054,53,1,0,3
7055,803,2,0,3
7056,153,1,0,3
7057,52,1,0,3
7058,27,1,0,3
7059,168,1,0,3
7060,33,1,0,3
7061,112,1,0,3
7062,52,1,0,3
7063,52,1,0,3
7064,100,1,0,3
7065,84,1,0,3
7066,12,1,0,3
7067,9,1,0,3
7068,53,1,0,3
7069,45,1,0,3
7070,91,1,0,3
7071,101,1,0,3
7072,39,1,0,3
7073,85,1,0,3
7074,42,1,0,3
7075,32,1,0,3
7076,0,1,0,3
7077,180,1,0,3
7078,69,1,0,3
7079,154,1,0,3
7080,162,1,0,3
7081,12,1,0,3
7082,7081,6,19.5206,3
7083,5,1,0,3
7084,94,1,0,3
7085,41,1,0,3
7086,154,1,0,3
7087,163,1,0,3
7088,41,1,0,3
7089,435,1,0,3
7090,10,1,0,3
7091,5517,3,0,3
7092,153,1,0,3
7093,3,1,0,3
7094,32,1,0,3
7095,22,1,0,3
7096,83,1,0,3
7097,58,1,0,3
7098,338,1,0,3
7099,83,1,0,3
7100,69,1,0,3
7101,7100,25,27.0087,3
7102,100,1,0,3
7103,435,1,0,3
7104,51,1,0,3
7105,338,1,0,3
7106,7105,9,31.4886,3
7107,84,1,0,3
7108,10,1,0,3
7109,25,1,0,3
7110,0,1,0,3
7111,25,1,0,3
7112,83,1,0,3
7113,7112,8,31.2967,3
7114,58,1,0,3
7115,9,1,0,3
7116,19,1,0,3
7117,7,1,0,3
7118,154,1,0,3
7119,94,1,0,3
7120,56,1,0,3
7121,93,1,0,3
7122,12,1,0,3
7123,41,1,0,3
7124,97,1,0,3
7125,10,1,0,3
7126,0,1,0,3
7127,0,1,0,3
7128,101,1,0,3
7129,62,1,0,3
7130,3072,2,0,3
7131,154,1,0,3
7132,76,1,0,3
7133,12,1,0,3
7134,39,1,0,3
7135,310,2,0,3
7136,41,1,0,3
7137,69,1,0,3
7138,153,1,0,3
7139,52,1,0,3
7140,41,1,0,3
7141,52,1,0,3
7142,85,1,0,3
7143,3649,3,0,3
7144,176,1,0,3
7145,14,1,0,3
7146,7145,4,9.40822,3
7147,128,1,0,3
7148,93,1,0,3
7149,6,1,0,3
7150,22,1,0,3
7151,3933,4,0,3
7152,41,1,0,3
7153,162,1,0,3
7154,85,1,0,3
7155,6,1,0,3
7156,84,1,0,3
7157,3196,2,0,3
7158,102,1,0,3
7159,85,1,0,3
7160,154,1,0,3
7161,3072,2,0,3
7162,84,1,0,3
7163,69,1,0,3
7164,121,1,0,3
7165,81,1,0,3
7166,32,1,0,3
7167,10,1,0,3
7168,91,1,0,3
7169,101,1,0,3
7170,39,1,0,3
7171,91,1,0,3
7172,37,1,0,3
7174,41,1,0,3
7175,7172,7,-1,-1
7175,58,1,0,3
7176,33,1,0,3
7177,60,1,0,3
7178,1250,2,0,3
7179,435,1,0,3
7180,153,1,0,3
7181,163,1,0,3
7182,7181,8,29.0566,3
7183,3366,3,0,3
7184,94,1,0,3
7185,7184,16,24.1287,3
7186,153,1,0,3
7187,58,1,0,3
7188,166,1,0,3
7189,7188,5,23.8086,3
7190,1461,2,0,3
7191,166,1,0,3
7192,743,2,0,3
7193,7192,7,29.6966,3
7194,7193,4,27.6486,3
7195,112,1,0,3
7196,1461,2,0,3
7197,42,1,0,3
7198,176,1,0,3
7199,154,1,0,3
7200,101,1,0,3
7201,91,1,0,3
7202,154,1,0,3
7203,112,1,0,3
7204,83,1,0,3
7205,157,2,0,3
7206,17,1,0,3
7207,56,1,0,3
7208,7,1,0,3
7209,128,1,0,3
7210,7,1,0,3
7211,14,1,0,3
7212,76,1,0,3
7213,102,1,0,3
7214,163,1,0,3
7215,128,1,0,3
7216,83,1,0,3
7217,154,1,0,3
7218,42,1,0,3
7219,60,1,0,3
7220,102,1,0,3
7221,14,1,0,3
7222,93,1,0,3
7223,45,1,0,3
7224,10,1,0,3
7225,27,1,0,3
7226,19,1,0,3
7227,53,1,0,3
7228,0,1,0,3
7229,10,1,0,3
7230,19,1,0,3
7231,338,1,0,3
7232,58,1,0,3
7233,76,1,0,3
7234,84,1,0,3
7235,154,1,0,3
7236,435,1,0,3
7237,5,1,0,3
7238,62,1,0,3
7239,69,1,0,3
7240,162,1,0,3
7241,39,1,0,3
7242,54,1,0,3
7243,60,1,0,3
7244,320,2,0,3
7245,121,1,0,3
7246,3,1,0,3
7247,162,1,0,3
7248,338,1,0,3
7249,91,1,0,3
7250,57,1,0,3
7251,56,1,0,3
7252,163,1,0,3
7253,33,1,0,3
7254,56,1,0,3
7255,4573,4,0,3
7256,180,1,0,3
7257,92,1,0,3
7258,128,1,0,3
7259,93,1,0,3
7260,128,1,0,3
7261,83,1,0,3
7262,1284,2,0,3
7263,435,1,0,3
7264,9,1,0,3
7265,53,1,0,3
7266,56,1,0,3
7267,6811,8,0,3
7268,162,1,0,3
7269,7268,2,10.6882,3
7270,187,1,0,3
7271,27,1,0,3
7272,121,1,0,3
7274,7273,4,4.48022,3
7275,7272,6,-1,-1
7275,93,1,0,3
7276,3,1,0,3
7277,97,1,0,3
7278,33,1,0,3
7279,69,1,0,3
7280,166,1,0,3
7281,0,1,0,3
7282,91,1,0,3
7283,2256,3,0,3
7284,6,1,0,3
7285,92,1,0,3
7286,176,1,0,3
7287,187,1,0,3
7288,94,1,0,3
7289,27,1,0,3
7290,91,1,0,3
7291,51,1,0,3
7292,68,2,0,3
7293,81,1,0,3
7294,69,1,0,3
7295,9,1,0,3
7296,93,1,0,3
7297,154,1,0,3
7298,52,1,0,3
7299,14,1,0,3
7300,97,1,0,3
7301,9,1,0,3
7302,100,1,0,3
7303,2566,3,0,3
7304,2189,2,0,3
7305,168,1,0,3
7306,180,1,0,3
7307,17,1,0,3
7309,32,1,0,3
7310,7307,14,-1,-1
7310,1,1,0,3
7311,93,1,0,3
7312,102,1,0,3
7313,54,1,0,3
7314,62,1,0,3
7315,176,1,0,3
7316,168,1,0,3
7317,1250,2,0,3
7318,163,1,0,3
7319,22,1,0,3
7320,10,1,0,3
7321,93,1,0,3
7322,51,1,0,3
7323,112,1,0,3
7324,168,1,0,3
7325,52,1,0,3
7326,0,1,0,3
7327,94,1,0,3
7328,45,1,0,3
7329,163,1,0,3
7330,84,1,0,3
7331,17,1,0,3
7332,33,1,0,3
7333,76,1,0,3
7334,102,1,0,3
7335,180,1,0,3
7336,102,1,0,3
7337,124,1,0,3
7338,7337,3,20.8006,3
7339,187,1,0,3
7340,1232,2,0,3
7341,94,1,0,3
7342,7341,4,20.1606,3
7343,60,1,0,3
7344,33,1,0,3
7345,56,1,0,3
7346,45,1,0,3
7347,54,1,0,3
7348,81,1,0,3
7349,27,1,0,3
7350,69,1,0,3
7351,154,1,0,3
7352,56,1,0,3
7353,39,1,0,3
7354,45,1,0,3
7355,81,1,0,3
7356,6752,3,0,3
7357,0,1,0,3
7358,435,1,0,3
7359,41,1,0,3
7360,27,1,0,3
7361,39,1,0,3
7362,32,1,0,3
7363,338,1,0,3
7364,101,1,0,3
7365,91,1,0,3
7366,121,1,0,3
7367,121,1,0,3
7368,7,1,0,3
7369,53,1,0,3
7370,187,1,0,3
7371,19,1,0,3
7372,91,1,0,3
7373,100,1,0,3
7374,52,1,0,3
7375,163,1,0,3
7376,7375,4,7.48822,3
7377,97,1,0,3
7378,51,1,0,3
7379,9,1,0,3
7380,10,1,0,3
7381,93,1,0,3
7382,57,1,0,3
7383,84,1,0,3
7384,124,1,0,3
7385,56,1,0,3
7386,41,1,0,3
7387,14,1,0,3
7388,57,1,0,3
7389,93,1,0,3
7390,121,1,0,3
7391,7390,9,20.8007,3
7392,163,1,0,3
7393,7392,5,24.9606,3
7394,3,1,0,3
7395,76,1,0,3
7396,85,1,0,3
7397,6,1,0,3
7398,19,1,0,3
7399,168,1,0,3
7400,7399,3,21.7607,3
7401,6320,3,0,3
7402,102,1,0,3
7403,69,1,0,3
7404,92,1,0,3
7405,7404,20,23.8086,3
7406,121,1,0,3
7407,37,1,0,3
7408,7193,4,0,3
7409,93,1,0,3
7410,338,1,0,3
7411,131,2,0,3
7412,154,1,0,3
7413,56,1,0,3
7416,7413,3,-1,-1
7416,37,1,0,3
7417,7414,5,-1,-1
7417,37,1,0,3
7418,62,1,0,3
7419,128,1,0,3
7420,92,1,0,3
7421,112,1,0,3
7422,338,1,0,3
7423,62,1,0,3
7424,103,2,0,3
7425,10,1,0,3
7426,52,1,0,3
7427,7426,11,18.8807,3
7428,166,1,0,3
7429,7428,3,7.36022,3
7430,60,1,0,3
7431,630,3,0,3
7432,76,1,0,3
7433,176,1,0,3
7434,9,1,0,3
7435,81,1,0,3
7436,58,1,0,3
7437,83,1,0,3
7438,163,1,0,3
7439,17,1,0,3
7440,22,1,0,3
7441,435,1,0,3
7442,58,1,0,3
7443,52,1,0,3
7444,39,1,0,3
7445,33,1,0,3
7446,83,1,0,3
7447,10,1,0,3
7448,1,1,0,3
7449,25,1,0,3
7450,12,1,0,3
7451,100,1,0,3
7452,41,1,0,3
7453,84,1,0,3
7454,409,2,0,3
7455,27,1,0,3
7456,128,1,0,3
7457,83,1,0,3
7458,41,1,0,3
7459,3,1,0,3
7460,0,1,0,3
7461,93,1,0,3
7462,121,1,0,3
7463,9,1,0,3
7464,100,1,0,3
7465,69,1,0,3
7466,10,1,0,3
7467,93,1,0,3
7468,91,1,0,3
7469,42,1,0,3
7470,54,1,0,3
7471,58,1,0,3
7472,62,1,0,3
7473,435,1,0,3
7474,33,1,0,3
7475,45,1,0,3
7476,163,1,0,3
7477,1,1,0,3
7478,56,1,0,3
7479,53,1,0,3
7481,168,1,0,3
7482,7479,12,-1,-1
7482,97,1,0,3
7483,154,1,0,3
7484,60,1,0,3
7485,112,1,0,3
7486,76,1,0,3
7487,41,1,0,3
7488,54,1,0,3
7489,3,1,0,3
7490,176,1,0,3
7491,0,1,0,3
7492,52,1,0,3
7493,162,1,0,3
7494,53,1,0,3
7495,153,1,0,3
7496,187,1,0,3
7497,27,1,0,3
7498,83,1,0,3
7499,19,1,0,3
7500,53,1,0,3
7501,163,1,0,3
7502,54,1,0,3
7503,163,1,0,3
7504,62,1,0,3
7505,54,1,0,3
7506,2189,2,0,3
7507,9,1,0,3
7508,124,1,0,3
7509,9,1,0,3
7510,128,1,0,3
7512,757,2,0,3
7513,7510,33,-1,-1
7513,56,1,0,3
7514,124,1,0,3
7515,12,1,0,3
7516,6,1,0,3
7517,45,1,0,3
7518,100,1,0,3
7519,162,1,0,3
7520,435,1,0,3
7521,7,1,0,3
7522,27,1,0,3
7523,57,1,0,3
7524,3,1,0,3
7525,288,2,0,3
7526,12,1,0,3
7527,162,1,0,3
7529,69,1,0,3
7530,7527,12,-1,-1
7530,187,1,0,3
7531,33,1,0,3
7532,153,1,0,3
7533,1,1,0,3
7534,166,1,0,3
7535,154,1,0,3
7536,166,1,0,3
7537,58,1,0,3
7538,54,1,0,3
7539,33,1,0,3
7540,42,1,0,3
7541,57,1,0,3
7542,93,1,0,3
7543,94,1,0,3
7544,176,1,0,3
7545,85,1,0,3
7546,6,1,0,3
7547,565,2,0,3
7548,187,1,0,3
7549,5,1,0,3
7550,27,1,0,3
7551,12,1,0,3
7552,17,1,0,3
7553,37,1,0,3
7554,3,1,0,3
7555,69,1,0,3
7556,9,1,0,3
7557,338,1,0,3
7558,128,1,0,3
7559,7,1,0,3
7560,54,1,0,3
7561,7560,3,21.5686,3
7562,57,1,0,3
7563,121,1,0,3
7564,5,1,0,3
7565,180,1,0,3
7566,33,1,0,3
7567,57,1,0,3
7568,27,1,0,3
7569,10,1,0,3
7570,100,1,0,3
7571,166,1,0,3
7572,85,1,0,3
7573,3,1,0,3
7574,19,1,0,3
7575,56,1,0,3
7576,0,1,0,3
7577,435,1,0,3
7578,4816,3,0,3
7579,85,1,0,3
7580,97,1,0,3
7581,163,1,0,3
7582,128,1,0,3
7583,58,1,0,3
7584,435,1,0,3
7585,5,1,0,3
7586,121,1,0,3
7587,51,1,0,3
7588,435,1,0,3
7589,12,1,0,3
7590,19,1,0,3
7591,7590,4,22.0807,3
7592,41,1,0,3
7593,154,1,0,3
7594,168,1,0,3
7595,69,1,0,3
7596,154,1,0,3
7597,51,1,0,3
7598,81,1,0,3
7599,7598,8,5.76022,3
7600,54,1,0,3
7601,94,1,0,3
7602,6061,2,0,3
7603,81,1,0,3
7604,41,1,0,3
7605,176,1,0,3
7606,112,1,0,3
7607,39,1,0,3
7608,69,1,0,3
7609,60,1,0,3
7610,7609,7,21.8887,3
7611,6,1,0,3
7612,14,1,0,3
7613,101,1,0,3
7614,97,1,0,3
7615,3583,2,0,3
7616,85,1,0,3
7617,91,1,0,3
7618,91,1,0,3
7619,91,1,0,3
7620,42,1,0,3
7621,81,1,0,3
7622,27,1,0,3
7623,51,1,0,3
7624,60,1,0,3
7625,54,1,0,3
7626,338,1,0,3
7627,25,1,0,3
7628,7627,5,22.7206,3
7629,68,2,0,3
7630,94,1,0,3
7631,97,1,0,3
7632,25,1,0,3
7633,97,1,0,3
7634,121,1,0,3
7635,52,1,0,3
7636,162,1,0,3
7637,6856,3,0,3
7638,84,1,0,3
7639,0,1,0,3
7640,54,1,0,3
7641,124,1,0,3
7642,39,1,0,3
7643,166,1,0,3
7644,17,1,0,3
7645,168,1,0,3
7646,97,1,0,3
7647,91,1,0,3
7648,168,1,0,3
7649,33,1,0,3
7650,93,1,0,3
7651,69,1,0,3
7652,6061,2,0,3
7653,6,1,0,3
7654,22,1,0,3
7655,92,1,0,3
7656,39,1,0,3
7657,100,1,0,3
7658,7,1,0,3
7659,128,1,0,3
7660,2908,4,0,3
7661,5,1,0,3
7662,6,1,0,3
7663,7662,9,25.4087,3
7664,22,1,0,3
7665,19,1,0,3
7666,93,1,0,3
7667,76,1,0,3
7668,83,1,0,3
7669,102,1,0,3
7670,2310,2,0,3
7671,92,1,0,3
7672,168,1,0,3
7673,42,1,0,3
7674,83,1,0,3
7675,4266,2,0,3
7676,37,1,0,3
7677,81,1,0,3
7678,162,1,0,3
7679,168,1,0,3
7680,12,1,0,3
7681,69,1,0,3
7682,81,1,0,3
7683,7268,2,0,3
7684,121,1,0,3
7685,45,1,0,3
7686,180,1,0,3
7687,69,1,0,3
7688,0,1,0,3
7689,42,1,0,3
7690,97,1,0,3
7691,3,1,0,3
7692,69,1,0,3
7693,52,1,0,3
7694,187,1,0,3
7695,128,1,0,3
7696,101,1,0,3
7697,180,1,0,3
7698,7,1,0,3
7699,1,1,0,3
7700,51,1,0,3
7701,60,1,0,3
7702,58,1,0,3
7703,3,1,0,3
7704,180,1,0,3
7705,100,1,0,3
7706,53,1,0,3
7707,7706,12,19.9686,3
7708,52,1,0,3
7709,19,1,0,3
7710,33,1,0,3
7711,7710,3,18.6886,3
7712,7711,4,28.7367,3
7713,310,2,0,3
7714,1,1,0,3
7715,435,1,0,3
7716,7,1,0,3
7717,7716,5,19.5206,3
7718,435,1,0,3
