time,seq,class,content,type
15,14,1,8,6
15,14,1,8,6
15,14,1,8,6
16,15,1,11,5
16,15,1,11,5
16,15,1,11,5
16,15,1,11,5
16,15,1,11,5
16,15,1,11,6
16,15,1,11,5
16,15,1,11,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,5
18,17,1,47,6
18,17,1,47,6
18,17,1,47,6
19,18,4,6,5
19,18,4,6,5
19,18,4,6,5
19,18,4,6,5
19,18,4,6,5
19,18,4,6,6
19,18,4,6,5
19,18,4,6,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,5
20,19,1,16,6
20,19,1,16,6
20,19,1,16,6
21,20,4,31,5
21,20,4,31,5
21,20,4,31,5
21,20,4,31,5
21,20,4,31,5
21,20,4,31,5
21,20,4,31,5
21,20,4,31,6
22,21,4,58,5
22,21,4,58,5
22,21,4,58,5
22,21,4,58,5
22,21,4,58,5
22,21,4,58,5
22,21,4,58,5
22,21,4,58,6
22,21,4,58,6
22,21,4,58,6
23,22,1,6,5
23,22,1,6,5
23,22,1,6,5
23,22,1,6,5
23,22,1,6,5
23,22,1,6,5
23,22,1,6,5
23,22,1,6,6
23,22,1,6,6
23,22,1,6,6
24,23,1,5,5
24,23,1,5,5
24,23,1,5,5
24,23,1,5,5
24,23,1,5,5
24,23,1,5,5
24,23,1,5,5
24,23,1,5,6
25,24,1,18,5
25,24,1,18,5
25,24,1,18,5
25,24,1,18,5
25,24,1,18,5
25,24,1,18,5
25,24,1,18,5
25,24,1,18,6
26,25,1,52,5
26,25,1,52,5
26,25,1,52,5
26,25,1,52,5
26,25,1,52,5
26,25,1,52,5
26,25,1,52,5
26,25,1,52,6
26,25,1,52,6
26,25,1,52,6
28,27,1,11,5
28,27,1,11,5
28,27,1,11,5
28,27,1,11,5
28,27,1,11,5
28,27,1,11,5
28,27,1,11,5
28,27,1,11,6
28,27,1,11,6
28,27,1,11,6
31,30,2,12,5
31,30,2,12,5
31,30,2,12,5
31,30,2,12,5
31,30,2,12,5
31,30,2,12,5
31,30,2,12,5
31,30,2,12,6
33,32,1,19,5
33,32,1,19,5
33,32,1,19,5
33,32,1,19,5
33,32,1,19,5
33,32,1,19,5
33,32,1,19,5
33,32,1,19,6
33,32,1,19,6
33,32,1,19,6
34,33,1,33,5
34,33,1,33,5
34,33,1,33,5
34,33,1,33,5
34,33,1,33,5
34,33,1,33,5
34,33,1,33,5
34,33,1,33,6
34,33,1,33,6
34,33,1,33,6
35,34,1,25,5
35,34,1,25,5
35,34,1,25,5
35,34,1,25,5
35,34,1,25,5
35,34,1,25,5
35,34,1,25,5
35,34,1,25,6
36,35,1,38,5
36,35,1,38,5
36,35,1,38,5
36,35,1,38,5
36,35,1,38,5
36,35,1,38,5
36,35,1,38,5
36,35,1,38,6
38,37,1,41,5
38,37,1,41,5
38,37,1,41,5
38,37,1,41,5
38,37,1,41,5
38,37,1,41,5
38,37,1,41,5
38,37,1,41,6
38,37,1,41,6
38,37,1,41,6
40,39,1,26,5
40,39,1,26,5
40,39,1,26,5
40,39,1,26,5
40,39,1,26,5
40,39,1,26,5
40,39,1,26,5
40,39,1,26,6
40,39,1,26,6
40,39,1,26,6
41,40,1,60,5
41,40,1,60,5
41,40,1,60,5
41,40,1,60,5
41,40,1,60,5
41,40,1,60,6
41,40,1,60,5
41,40,1,60,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,5
42,41,1,34,6
42,41,1,34,6
42,41,1,34,6
43,42,1,42,5
43,42,1,42,5
43,42,1,42,5
43,42,1,42,5
43,42,1,42,5
43,42,1,42,5
43,42,1,42,5
43,42,1,42,6
43,42,1,42,6
43,42,1,42,6
44,43,1,39,5
44,43,1,39,5
44,43,1,39,5
44,43,1,39,5
44,43,1,39,5
44,43,1,39,5
44,43,1,39,5
44,43,1,39,6
45,44,3,52,5
45,44,3,52,5
45,44,3,52,5
45,44,3,52,5
45,44,3,52,5
45,44,3,52,5
45,44,3,52,5
45,44,3,52,6
45,44,3,52,6
45,44,3,52,6
46,45,1,45,5
46,45,1,45,5
46,45,1,45,5
46,45,1,45,5
46,45,1,45,5
46,45,1,45,5
46,45,1,45,5
46,45,1,45,6
46,45,1,45,6
46,45,1,45,6
47,46,1,24,5
47,46,1,24,5
47,46,1,24,5
47,46,1,24,5
47,46,1,24,5
47,46,1,24,6
47,46,1,24,5
47,46,1,24,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,5
48,47,2,44,6
48,47,2,44,6
48,47,2,44,6
49,48,1,53,5
49,48,1,53,5
49,48,1,53,5
49,48,1,53,5
49,48,1,53,5
49,48,1,53,5
49,48,1,53,5
49,48,1,53,6
51,50,6,14,5
51,50,6,14,5
51,50,6,14,5
51,50,6,14,5
51,50,6,14,5
51,50,6,14,6
51,50,6,14,5
51,50,6,14,5
51,50,6,14,6
51,50,6,14,6
52,51,1,27,5
52,51,1,27,5
52,51,1,27,5
52,51,1,27,5
52,51,1,27,5
52,51,1,27,5
52,51,1,27,5
52,51,1,27,6
52,51,1,27,6
52,51,1,27,6
53,52,1,36,5
53,52,1,36,5
53,52,1,36,5
53,52,1,36,5
53,52,1,36,5
53,52,1,36,5
53,52,1,36,5
53,52,1,36,6
53,52,1,36,6
53,52,1,36,6
54,53,1,29,5
54,53,1,29,5
54,53,1,29,5
54,53,1,29,5
54,53,1,29,5
54,53,1,29,5
54,53,1,29,5
54,53,1,29,6
54,53,1,29,6
54,53,1,29,6
55,54,1,7,5
55,54,1,7,5
55,54,1,7,5
55,54,1,7,5
55,54,1,7,5
55,54,1,7,5
55,54,1,7,5
55,54,1,7,6
55,54,1,7,6
55,54,1,7,6
56,55,1,9,5
56,55,1,9,5
56,55,1,9,5
56,55,1,9,5
56,55,1,9,5
56,55,1,9,6
56,55,1,9,6
56,55,1,9,5
56,55,1,9,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,5
57,56,1,23,6
57,56,1,23,6
57,56,1,23,6
58,57,1,37,5
58,57,1,37,5
58,57,1,37,5
58,57,1,37,5
58,57,1,37,5
58,57,1,37,5
58,57,1,37,5
58,57,1,37,6
58,57,1,37,6
58,57,1,37,6
59,58,1,53,5
59,58,1,53,5
59,58,1,53,5
59,58,1,53,5
59,58,1,53,5
59,58,1,53,5
59,58,1,53,5
59,58,1,53,6
59,58,1,53,6
59,58,1,53,6
60,59,6,40,5
60,59,6,40,5
60,59,6,40,5
60,59,6,40,5
60,59,6,40,5
60,59,6,40,5
60,59,6,40,5
60,59,6,40,6
60,59,6,40,6
60,59,6,40,6
61,60,1,10,5
61,60,1,10,5
61,60,1,10,5
61,60,1,10,5
61,60,1,10,5
61,60,1,10,5
61,60,1,10,5
61,60,1,10,6
61,60,1,10,6
61,60,1,10,6
63,62,1,57,5
63,62,1,57,5
63,62,1,57,5
63,62,1,57,5
63,62,1,57,5
63,62,1,57,5
63,62,1,57,5
63,62,1,57,6
63,62,1,57,6
63,62,1,57,6
65,64,1,20,5
65,64,1,20,5
65,64,1,20,5
65,64,1,20,5
65,64,1,20,5
65,64,1,20,5
65,64,1,20,5
65,64,1,20,6
67,66,1,28,5
67,66,1,28,5
67,66,1,28,5
67,66,1,28,5
67,66,1,28,5
67,66,1,28,6
67,66,1,28,5
67,66,1,28,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,5
69,68,2,43,6
69,68,2,43,6
69,68,2,43,6
70,69,1,21,5
70,69,1,21,5
70,69,1,21,5
70,69,1,21,5
70,69,1,21,5
70,69,1,21,5
70,69,1,21,5
70,69,1,21,6
70,69,1,21,6
70,69,1,21,6
75,74,7,20,5
75,74,7,20,5
75,74,7,20,5
75,74,7,20,5
75,74,7,20,5
75,74,7,20,5
75,74,7,20,5
75,74,7,20,6
75,74,7,20,6
75,74,7,20,6
77,76,1,58,5
77,76,1,58,5
77,76,1,58,5
77,76,1,58,5
77,76,1,58,5
77,76,1,58,5
77,76,1,58,5
77,76,1,58,6
77,76,1,58,6
77,76,1,58,6
80,79,1,48,5
80,79,1,48,5
80,79,1,48,5
80,79,1,48,5
80,79,1,48,5
80,79,1,48,5
80,79,1,48,5
80,79,1,48,6
82,81,1,60,5
82,81,1,60,5
82,81,1,60,5
82,81,1,60,5
82,81,1,60,5
82,81,1,60,5
82,81,1,60,5
82,81,1,60,6
82,81,1,60,6
82,81,1,60,6
84,83,1,39,5
84,83,1,39,5
84,83,1,39,5
84,83,1,39,5
84,83,1,39,5
84,83,1,39,5
84,83,1,39,5
84,83,1,39,6
84,83,1,39,6
84,83,1,39,6
85,84,1,24,5
85,84,1,24,5
85,84,1,24,5
85,84,1,24,5
85,84,1,24,5
85,84,1,24,5
85,84,1,24,5
85,84,1,24,6
85,84,1,24,6
85,84,1,24,6
86,85,1,20,5
86,85,1,20,5
86,85,1,20,5
86,85,1,20,5
86,85,1,20,5
86,85,1,20,5
86,85,1,20,5
86,85,1,20,6
86,85,1,20,6
86,85,1,20,6
87,86,1,38,5
87,86,1,38,5
87,86,1,38,5
87,86,1,38,5
87,86,1,38,5
87,86,1,38,5
87,86,1,38,5
87,86,1,38,6
88,87,1,14,5
88,87,1,14,5
88,87,1,14,5
88,87,1,14,5
88,87,1,14,5
88,87,1,14,5
88,87,1,14,5
88,87,1,14,6
89,88,1,51,5
89,88,1,51,5
89,88,1,51,5
89,88,1,51,5
89,88,1,51,5
89,88,1,51,6
89,88,1,51,5
89,88,1,51,5
91,90,1,35,5
91,90,1,35,5
91,90,1,35,5
91,90,1,35,5
91,90,1,35,5
91,90,1,35,6
91,90,1,35,5
91,90,1,35,5
92,91,1,2,5
92,91,1,2,5
92,91,1,2,5
92,91,1,2,5
92,91,1,2,5
92,91,1,2,6
92,91,1,2,6
92,91,1,2,5
92,91,1,2,5
92,91,1,2,6
93,92,1,13,5
93,92,1,13,5
93,92,1,13,5
93,92,1,13,5
93,92,1,13,5
93,92,1,13,5
93,92,1,13,5
93,92,1,13,6
93,92,1,13,6
93,92,1,13,6
94,93,1,49,5
94,93,1,49,5
94,93,1,49,5
94,93,1,49,5
94,93,1,49,5
94,93,1,49,5
94,93,1,49,5
94,93,1,49,6
94,93,1,49,6
94,93,1,49,6
95,94,1,14,5
95,94,1,14,5
95,94,1,14,5
95,94,1,14,5
95,94,1,14,5
95,94,1,14,6
95,94,1,14,6
95,94,1,14,5
95,94,1,14,5
95,94,1,14,6
98,97,1,3,5
98,97,1,3,5
98,97,1,3,5
98,97,1,3,5
98,97,1,3,5
98,97,1,3,5
98,97,1,3,5
98,97,1,3,6
98,97,1,3,6
98,97,1,3,6
100,99,2,46,5
100,99,2,46,5
100,99,2,46,5
100,99,2,46,5
100,99,2,46,5
100,99,2,46,5
100,99,2,46,5
100,99,2,46,6
101,100,1,15,5
101,100,1,15,5
101,100,1,15,5
101,100,1,15,5
101,100,1,15,6
101,100,1,15,5
101,100,1,15,5
101,100,1,15,6
102,101,1,32,5
102,101,1,32,5
102,101,1,32,5
102,101,1,32,5
102,101,1,32,5
102,101,1,32,5
102,101,1,32,5
102,101,1,32,6
102,101,1,32,6
102,101,1,32,6
103,102,1,51,5
103,102,1,51,5
103,102,1,51,5
103,102,1,51,5
103,102,1,51,5
103,102,1,51,5
103,102,1,51,5
103,102,1,51,6
103,102,1,51,6
103,102,1,51,6
104,103,2,15,5
104,103,2,15,5
104,103,2,15,5
104,103,2,15,5
104,103,2,15,5
104,103,2,15,5
104,103,2,15,5
104,103,2,15,6
104,103,2,15,6
104,103,2,15,6
113,112,1,48,5
113,112,1,48,5
113,112,1,48,5
113,112,1,48,5
113,112,1,48,5
113,112,1,48,5
113,112,1,48,5
113,112,1,48,6
113,112,1,48,6
113,112,1,48,6
119,118,2,60,5
119,118,2,60,5
119,118,2,60,5
119,118,2,60,5
119,118,2,60,5
119,118,2,60,5
119,118,2,60,5
119,118,2,60,6
119,118,2,60,6
119,118,2,60,6
122,121,1,56,5
122,121,1,56,5
122,121,1,56,5
122,121,1,56,5
122,121,1,56,5
122,121,1,56,5
122,121,1,56,5
122,121,1,56,6
122,121,1,56,6
122,121,1,56,6
125,124,1,44,5
125,124,1,44,5
125,124,1,44,5
125,124,1,44,5
125,124,1,44,5
125,124,1,44,5
125,124,1,44,5
125,124,1,44,6
125,124,1,44,6
125,124,1,44,6
128,127,3,21,5
128,127,3,21,5
128,127,3,21,5
128,127,3,21,5
128,127,3,21,5
128,127,3,21,5
128,127,3,21,5
128,127,3,21,6
129,128,1,22,5
129,128,1,22,5
129,128,1,22,5
129,128,1,22,5
129,128,1,22,5
129,128,1,22,5
129,128,1,22,5
129,128,1,22,6
129,128,1,22,6
129,128,1,22,6
132,131,2,6,5
132,131,2,6,5
132,131,2,6,5
132,131,2,6,5
132,131,2,6,5
132,131,2,6,6
132,131,2,6,5
132,131,2,6,5
132,131,2,6,6
132,131,2,6,6
133,132,2,29,5
133,132,2,29,5
133,132,2,29,5
133,132,2,29,5
133,132,2,29,5
133,132,2,29,5
133,132,2,29,5
133,132,2,29,6
133,132,2,29,6
133,132,2,29,6
145,144,7,2,5
145,144,7,2,5
145,144,7,2,5
145,144,7,2,5
145,144,7,2,5
145,144,7,2,5
145,144,7,2,5
145,144,7,2,6
149,148,4,24,5
149,148,4,24,5
149,148,4,24,5
149,148,4,24,5
149,148,4,24,5
149,148,4,24,6
149,148,4,24,5
149,148,4,24,5
149,148,4,24,6
149,148,4,24,6
154,153,1,18,5
154,153,1,18,5
154,153,1,18,5
154,153,1,18,5
154,153,1,18,5
154,153,1,18,5
154,153,1,18,5
154,153,1,18,6
154,153,1,18,6
154,153,1,18,6
155,154,1,46,5
155,154,1,46,5
155,154,1,46,5
155,154,1,46,5
155,154,1,46,5
155,154,1,46,5
155,154,1,46,5
155,154,1,46,6
155,154,1,46,6
155,154,1,46,6
158,157,2,53,5
158,157,2,53,5
158,157,2,53,5
158,157,2,53,5
158,157,2,53,5
158,157,2,53,5
158,157,2,53,5
158,157,2,53,6
158,157,2,53,6
158,157,2,53,6
163,162,1,38,5
163,162,1,38,5
163,162,1,38,5
163,162,1,38,5
163,162,1,38,5
163,162,1,38,6
163,162,1,38,5
163,162,1,38,5
163,162,1,38,6
163,162,1,38,6
164,163,1,43,5
164,163,1,43,5
164,163,1,43,5
164,163,1,43,5
164,163,1,43,5
164,163,1,43,5
164,163,1,43,5
164,163,1,43,6
164,163,1,43,6
164,163,1,43,6
167,166,1,35,5
167,166,1,35,5
167,166,1,35,5
167,166,1,35,5
167,166,1,35,5
167,166,1,35,5
167,166,1,35,5
167,166,1,35,6
167,166,1,35,6
167,166,1,35,6
169,168,1,9,5
169,168,1,9,5
169,168,1,9,5
169,168,1,9,5
169,168,1,9,5
169,168,1,9,5
169,168,1,9,6
169,168,1,9,6
175,174,2,9,5
175,174,2,9,5
175,174,2,9,5
175,174,2,9,5
175,174,2,9,5
175,174,2,9,5
175,174,2,9,5
175,174,2,9,6
177,176,1,28,5
177,176,1,28,5
177,176,1,28,5
177,176,1,28,5
177,176,1,28,5
177,176,1,28,5
177,176,1,28,5
177,176,1,28,6
177,176,1,28,6
177,176,1,28,6
181,180,1,50,5
181,180,1,50,5
181,180,1,50,5
181,180,1,50,5
181,180,1,50,5
181,180,1,50,5
181,180,1,50,5
181,180,1,50,6
181,180,1,50,6
181,180,1,50,6
183,182,2,56,5
183,182,2,56,5
183,182,2,56,5
183,182,2,56,5
183,182,2,56,5
183,182,2,56,5
183,182,2,56,5
183,182,2,56,6
183,182,2,56,6
183,182,2,56,6
188,187,1,25,5
188,187,1,25,5
188,187,1,25,5
188,187,1,25,5
188,187,1,25,5
188,187,1,25,5
188,187,1,25,5
188,187,1,25,6
188,187,1,25,6
188,187,1,25,6
192,191,2,49,5
192,191,2,49,5
192,191,2,49,5
192,191,2,49,5
192,191,2,49,5
192,191,2,49,5
192,191,2,49,5
192,191,2,49,6
192,191,2,49,6
192,191,2,49,6
235,234,2,59,5
235,234,2,59,5
235,234,2,59,5
235,234,2,59,5
235,234,2,59,5
235,234,2,59,5
235,234,2,59,5
235,234,2,59,6
235,234,2,59,6
235,234,2,59,6
241,240,14,5,5
241,240,14,5,5
241,240,14,5,5
241,240,14,5,5
241,240,14,5,5
241,240,14,5,5
241,240,14,5,5
241,240,14,5,6
241,240,14,5,6
241,240,14,5,6
244,243,1,5,5
244,243,1,5,5
244,243,1,5,5
244,243,1,5,5
244,243,1,5,5
244,243,1,5,6
244,243,1,5,5
244,243,1,5,5
254,253,2,20,5
254,253,2,20,5
254,253,2,20,5
254,253,2,20,5
254,253,2,20,5
254,253,2,20,6
254,253,2,20,5
254,253,2,20,5
254,253,2,20,6
254,253,2,20,6
261,260,2,51,5
261,260,2,51,5
261,260,2,51,5
261,260,2,51,5
261,260,2,51,5
261,260,2,51,5
261,260,2,51,5
261,260,2,51,6
273,272,1,5,5
273,272,1,5,5
273,272,1,5,5
273,272,1,5,5
273,272,1,5,5
273,272,1,5,6
273,272,1,5,6
273,272,1,5,5
273,272,1,5,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,5
279,278,7,14,6
279,278,7,14,6
279,278,7,14,6
284,283,8,12,5
284,283,8,12,5
284,283,8,12,5
284,283,8,12,5
284,283,8,12,5
284,283,8,12,5
284,283,8,12,5
284,283,8,12,6
284,283,8,12,6
284,283,8,12,6
289,288,2,8,5
289,288,2,8,5
289,288,2,8,5
289,288,2,8,5
289,288,2,8,5
289,288,2,8,5
289,288,2,8,5
289,288,2,8,6
289,288,2,8,6
289,288,2,8,6
291,290,2,4,5
291,290,2,4,5
291,290,2,4,5
291,290,2,4,5
291,290,2,4,5
291,290,2,4,6
291,290,2,4,6
291,290,2,4,5
291,290,2,4,5
309,308,5,46,5
309,308,5,46,5
309,308,5,46,5
309,308,5,46,5
309,308,5,46,5
309,308,5,46,6
309,308,5,46,6
309,308,5,46,5
309,308,5,46,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,5
311,310,2,36,6
311,310,2,36,6
311,310,2,36,6
314,313,3,9,5
314,313,3,9,5
314,313,3,9,5
314,313,3,9,5
314,313,3,9,5
314,313,3,9,6
314,313,3,9,5
314,313,3,9,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,5
316,315,3,22,6
316,315,3,22,6
316,315,3,22,6
318,317,3,35,5
318,317,3,35,5
318,317,3,35,5
318,317,3,35,5
318,317,3,35,5
318,317,3,35,5
318,317,3,35,5
318,317,3,35,6
321,320,2,5,5
321,320,2,5,5
321,320,2,5,5
321,320,2,5,5
321,320,2,5,5
321,320,2,5,5
321,320,2,5,5
321,320,2,5,6
321,320,2,5,6
321,320,2,5,6
327,326,5,41,5
327,326,5,41,5
327,326,5,41,5
327,326,5,41,5
327,326,5,41,5
327,326,5,41,5
327,326,5,41,5
327,326,5,41,6
327,326,5,41,6
327,326,5,41,6
339,338,1,5,5
339,338,1,5,5
339,338,1,5,5
339,338,1,5,5
339,338,1,5,6
339,338,1,5,5
339,338,1,5,5
339,338,1,5,6
354,353,3,55,5
354,353,3,55,5
354,353,3,55,5
354,353,3,55,5
354,353,3,55,5
354,353,3,55,5
354,353,3,55,5
354,353,3,55,6
355,354,17,24,5
355,354,17,24,5
355,354,17,24,5
355,354,17,24,5
355,354,17,24,5
355,354,17,24,5
355,354,17,24,5
355,354,17,24,6
355,354,17,24,6
355,354,17,24,6
356,355,4,40,5
356,355,4,40,5
356,355,4,40,5
356,355,4,40,5
356,355,4,40,5
356,355,4,40,5
356,355,4,40,5
356,355,4,40,6
356,355,4,40,6
356,355,4,40,6
360,359,8,1,5
360,359,8,1,5
360,359,8,1,5
360,359,8,1,5
360,359,8,1,5
360,359,8,1,5
360,359,8,1,5
360,359,8,1,6
396,395,7,4,5
396,395,7,4,5
396,395,7,4,5
396,395,7,4,5
396,395,7,4,5
396,395,7,4,5
396,395,7,4,5
396,395,7,4,6
410,409,2,28,5
410,409,2,28,5
410,409,2,28,5
410,409,2,28,5
410,409,2,28,5
410,409,2,28,6
410,409,2,28,5
410,409,2,28,5
410,409,2,28,6
410,409,2,28,6
417,416,5,60,5
417,416,5,60,5
417,416,5,60,5
417,416,5,60,5
417,416,5,60,5
417,416,5,60,5
417,416,5,60,5
417,416,5,60,6
417,416,5,60,6
417,416,5,60,6
421,420,9,35,5
421,420,9,35,5
421,420,9,35,5
421,420,9,35,5
421,420,9,35,5
421,420,9,35,5
421,420,9,35,5
421,420,9,35,6
421,420,9,35,6
421,420,9,35,6
427,426,18,39,5
427,426,18,39,5
427,426,18,39,5
427,426,18,39,5
427,426,18,39,5
427,426,18,39,5
427,426,18,39,5
427,426,18,39,6
427,426,18,39,6
427,426,18,39,6
436,435,1,31,5
436,435,1,31,5
436,435,1,31,5
436,435,1,31,5
436,435,1,31,5
436,435,1,31,5
436,435,1,31,5
436,435,1,31,6
436,435,1,31,6
436,435,1,31,6
453,452,4,21,5
453,452,4,21,5
453,452,4,21,5
453,452,4,21,5
453,452,4,21,5
453,452,4,21,5
453,452,4,21,5
453,452,4,21,6
453,452,4,21,6
453,452,4,21,6
455,454,2,50,5
455,454,2,50,5
455,454,2,50,5
455,454,2,50,5
455,454,2,50,5
455,454,2,50,6
455,454,2,50,5
455,454,2,50,5
455,454,2,50,6
456,455,16,30,5
456,455,16,30,5
456,455,16,30,5
456,455,16,30,5
456,455,16,30,5
456,455,16,30,5
456,455,16,30,5
456,455,16,30,6
456,455,16,30,6
456,455,16,30,6
481,480,8,46,5
481,480,8,46,5
481,480,8,46,5
481,480,8,46,5
481,480,8,46,5
481,480,8,46,5
481,480,8,46,5
481,480,8,46,6
481,480,8,46,6
481,480,8,46,6
492,491,4,49,5
492,491,4,49,5
492,491,4,49,5
492,491,4,49,5
492,491,4,49,5
492,491,4,49,6
492,491,4,49,6
492,491,4,49,5
492,491,4,49,5
492,491,4,49,6
502,501,3,56,5
502,501,3,56,5
502,501,3,56,5
502,501,3,56,5
502,501,3,56,5
502,501,3,56,5
502,501,3,56,5
502,501,3,56,6
502,501,3,56,6
502,501,3,56,6
522,521,4,13,5
522,521,4,13,5
522,521,4,13,5
522,521,4,13,5
522,521,4,13,5
522,521,4,13,5
522,521,4,13,5
522,521,4,13,6
522,521,4,13,6
522,521,4,13,6
525,524,3,18,5
525,524,3,18,5
525,524,3,18,5
525,524,3,18,5
525,524,3,18,5
525,524,3,18,6
525,524,3,18,5
525,524,3,18,5
525,524,3,18,6
525,524,3,18,6
529,528,3,20,5
529,528,3,20,5
529,528,3,20,5
529,528,3,20,5
529,528,3,20,5
529,528,3,20,5
529,528,3,20,5
529,528,3,20,6
540,539,2,39,5
540,539,2,39,5
540,539,2,39,5
540,539,2,39,5
540,539,2,39,5
540,539,2,39,5
540,539,2,39,5
540,539,2,39,6
540,539,2,39,6
540,539,2,39,6
560,559,2,57,5
560,559,2,57,5
560,559,2,57,5
560,559,2,57,5
560,559,2,57,5
560,559,2,57,6
560,559,2,57,5
560,559,2,57,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,5
566,565,2,54,6
566,565,2,54,6
566,565,2,54,6
572,571,3,11,5
572,571,3,11,5
572,571,3,11,5
572,571,3,11,5
572,571,3,11,5
572,571,3,11,6
572,571,3,11,5
572,571,3,11,5
572,571,3,11,6
572,571,3,11,6
573,572,3,53,5
573,572,3,53,5
573,572,3,53,5
573,572,3,53,5
573,572,3,53,5
573,572,3,53,5
573,572,3,53,5
573,572,3,53,6
573,572,3,53,6
573,572,3,53,6
574,573,2,16,5
574,573,2,16,5
574,573,2,16,5
574,573,2,16,5
574,573,2,16,5
574,573,2,16,5
574,573,2,16,5
574,573,2,16,6
574,573,2,16,6
574,573,2,16,6
576,575,3,21,5
576,575,3,21,5
576,575,3,21,5
576,575,3,21,5
576,575,3,21,5
576,575,3,21,6
576,575,3,21,5
576,575,3,21,5
576,575,3,21,6
576,575,3,21,6
590,589,4,2,5
590,589,4,2,5
590,589,4,2,5
590,589,4,2,5
590,589,4,2,5
590,589,4,2,5
590,589,4,2,5
590,589,4,2,6
590,589,4,2,6
590,589,4,2,6
606,605,6,36,5
606,605,6,36,5
606,605,6,36,5
606,605,6,36,5
606,605,6,36,5
606,605,6,36,5
606,605,6,36,5
606,605,6,36,6
606,605,6,36,6
606,605,6,36,6
608,607,10,16,5
608,607,10,16,5
608,607,10,16,5
