time,seq,class,rtt,hops
205,117,1,87000,3
206,205,1,21.7607,3
207,35,1,0,3
208,48,1,0,3
209,9,1,0,3
210,59,1,0,3
211,94,1,0,3
212,11,1,0,3
213,41,1,0,3
214,213,1,20.6084,3
216,94,1,0,3
217,214,1,-1,-1
217,34,1,0,3
218,81,1,0,3
219,81,1,0,3
221,205,1,15000,3
222,219,2,-1,-1
222,117,1,0,3
223,56,1,0,3
224,137,1,86000,3
227,224,1,-1,-1
227,127,1,99000,3
228,225,2,-1,-1
228,4,1,0,3
229,114,1,0,3
230,5,1,0,3
231,11,1,0,3
232,41,1,0,3
233,232,5,27.6486,3
234,117,1,0,3
236,235,7,30.0166,3
237,234,2,-1,-1
237,1,1,0,3
238,41,1,0,3
239,238,6,30.5287,3
240,94,1,0,3
241,48,1,0,3
242,41,1,0,3
243,115,1,0,3
244,38,1,0,3
245,117,1,0,3
246,73,1,0,3
247,5,1,0,3
248,13,1,0,3
249,63,1,0,3
250,35,1,0,3
251,5,1,0,3
252,98,1,0,3
253,156,1,96000,3
254,94,1,0,3
255,254,3,32.2566,3
256,162,1,93000,3
257,5,1,0,3
258,213,1,44000,3
259,119,1,0,3
260,0,1,0,3
261,76,1,0,3
262,13,1,0,3
263,81,1,0,3
264,65,1,0,3
265,5,1,0,3
266,94,1,0,3
267,137,1,0,3
268,0,1,0,3
269,3,1,0,3
270,76,1,0,3
271,35,1,0,3
272,63,1,0,3
273,5,1,0,3
274,48,1,0,3
275,115,1,0,3
276,98,1,0,3
277,94,1,0,3
278,93,1,0,3
279,13,1,0,3
280,279,3,30.6567,3
281,3,1,0,3
282,13,1,0,3
283,65,1,0,3
284,1,1,0,3
285,63,1,0,3
286,285,4,30.8486,3
287,94,1,0,3
288,98,1,0,3
289,74,1,0,3
290,13,1,0,3
291,290,2,27.1366,3
292,48,1,0,3
293,76,1,0,3
294,127,1,0,3
295,294,26,22.0806,3
296,94,1,0,3
297,115,1,0,3
298,80,1,0,3
299,8,1,0,3
301,60,1,0,3
302,299,1,-1,-1
302,5,1,0,3
303,302,9,20.1606,3
304,94,1,0,3
305,213,1,91000,3
306,74,1,0,3
307,97,1,0,3
308,179,1,0,3
309,80,1,0,3
310,16,1,0,3
311,310,1,12.8004,3
312,115,1,0,3
313,1,1,0,3
314,313,4,21.8886,3
315,1,1,0,3
316,57,1,0,3
317,179,1,0,3
318,112,2,0,3
319,318,1,23.0407,3
320,93,1,0,3
321,80,1,0,3
322,205,1,0,3
323,1,1,0,3
324,127,1,0,3
325,52,1,0,3
326,93,1,0,3
327,326,1,25.5366,3
328,67,1,0,3
329,93,1,0,3
330,34,1,0,3
331,18,1,0,3
332,59,1,0,3
333,65,1,0,3
334,34,1,0,3
335,51,1,0,3
336,52,1,0,3
337,4,1,0,3
338,127,1,0,3
339,53,1,0,3
340,53,1,0,3
341,84,1,0,3
342,115,1,0,3
343,29,1,0,3
344,73,1,0,3
345,114,1,0,3
346,345,10,18.3686,3
347,86,3,0,3
348,205,1,0,3
349,69,1,0,3
350,119,1,0,3
351,1,1,0,3
352,51,1,0,3
353,41,1,0,3
354,63,1,0,3
356,56,1,0,3
357,354,5,-1,-1
357,5,1,0,3
358,13,1,0,3
359,358,2,24.1287,3
360,81,1,0,3
361,213,1,0,3
362,56,1,0,3
363,318,1,44000,3
364,16,1,0,3
365,52,1,0,3
367,51,1,0,3
368,365,2,-1,-1
368,73,1,0,3
369,33,1,0,3
370,33,1,0,3
371,65,1,0,3
372,33,1,0,3
373,80,1,0,3
374,63,1,0,3
375,67,1,0,3
376,156,1,0,3
377,57,1,0,3
378,97,1,0,3
379,84,1,0,3
380,81,1,0,3
381,137,1,0,3
382,8,1,0,3
383,56,1,0,3
384,16,1,0,3
385,205,1,0,3
386,11,1,0,3
387,90,1,0,3
388,60,1,0,3
389,94,1,0,3
390,389,2,21.2486,3
391,76,1,0,3
392,213,1,0,3
393,392,2,23.0407,3
394,57,1,0,3
395,127,1,0,3
396,50,1,0,3
397,396,1,30.0166,3
399,97,1,0,3
400,397,5,-1,-1
400,67,1,0,3
401,38,1,0,3
402,115,1,0,3
403,35,1,0,3
404,156,1,0,3
405,48,1,0,3
406,98,1,0,3
407,11,1,0,3
409,57,1,0,3
410,407,3,-1,-1
410,52,1,0,3
411,128,1,0,3
412,411,5,23.1687,3
413,80,1,0,3
414,11,1,0,3
415,1,1,0,3
416,34,1,0,3
417,416,4,36.0966,3
418,162,1,0,3
419,18,1,0,3
421,93,1,0,3
422,419,2,-1,-1
422,13,1,0,3
423,326,1,96000,3
424,29,1,0,3
425,389,2,35000,3
426,59,1,0,3
427,426,8,28.9286,3
428,29,1,0,3
429,33,1,0,3
430,76,1,0,3
431,117,1,0,3
432,51,1,0,3
433,432,7,20.6086,3
434,35,1,0,3
435,205,1,0,3
436,15,1,0,3
437,436,3,19.8407,3
438,41,1,0,3
439,438,10,19.2006,3
440,16,1,0,3
441,179,1,0,3
442,1,1,0,3
443,40,1,0,3
444,1,1,0,3
445,57,1,0,3
446,9,1,0,3
447,84,1,0,3
448,310,1,0,3
449,396,1,52000,3
450,34,1,0,3
451,3,1,0,3
452,213,1,0,3
453,29,1,0,3
455,63,1,0,3
456,453,2,-1,-1
456,63,1,0,3
457,3,1,0,3
458,80,1,0,3
459,5,1,0,3
460,205,1,0,3
461,18,1,0,3
462,48,1,0,3
463,48,1,0,3
464,9,1,0,3
465,114,1,0,3
466,11,1,0,3
467,466,3,20.8007,3
468,13,1,0,3
469,468,3,21.6967,3
470,310,1,0,3
471,5,1,0,3
472,57,1,0,3
473,472,2,22.2086,3
474,97,1,0,3
475,11,1,0,3
476,94,1,0,3
477,318,1,0,3
478,11,1,0,3
479,56,1,0,3
480,57,1,0,3
481,29,1,0,3
482,59,1,0,3
483,57,1,0,3
484,60,1,0,3
485,310,1,0,3
486,310,1,0,3
487,179,1,0,3
488,115,1,0,3
489,156,1,0,3
490,179,1,0,3
491,115,1,0,3
492,310,1,0,3
493,80,1,0,3
494,56,1,0,3
495,494,7,23.4886,3
496,8,1,0,3
497,38,1,0,3
498,52,1,0,3
499,213,1,0,3
500,29,1,0,3
501,18,1,0,3
502,205,1,0,3
503,34,1,0,3
504,162,1,0,3
505,11,1,0,3
506,115,1,0,3
507,35,1,0,3
508,80,1,0,3
509,34,1,0,3
510,5,1,0,3
511,0,1,0,3
512,511,3,21.4406,3
513,63,1,0,3
514,74,1,0,3
515,514,2,17.6007,3
516,74,1,0,3
517,65,1,0,3
518,53,1,0,3
519,13,1,0,3
520,519,6,34.1127,3
521,93,1,0,3
522,521,9,22.5287,3
523,9,1,0,3
524,137,1,0,3
525,115,1,0,3
526,3,1,0,3
527,73,1,0,3
528,114,1,0,3
529,528,2,29.8887,3
530,318,1,0,3
531,179,1,0,3
532,205,1,0,3
533,97,1,0,3
534,23,1,0,3
535,97,1,0,3
536,9,1,0,3
537,396,1,0,3
538,162,1,0,3
539,15,1,0,3
541,80,1,0,3
542,539,2,-1,-1
542,18,1,0,3
544,84,1,0,3
545,542,2,-1,-1
545,73,1,0,3
546,11,1,0,3
547,9,1,0,3
548,119,1,0,3
549,56,1,0,3
551,396,1,0,3
552,549,2,-1,-1
552,35,1,0,3
553,41,1,0,3
554,33,1,0,3
555,60,1,0,3
556,69,1,0,3
557,556,3,21.1206,3
558,65,1,0,3
559,18,1,0,3
560,50,1,0,3
561,13,1,0,3
562,9,1,0,3
563,4,1,0,3
564,69,1,0,3
565,16,1,0,3
566,63,1,0,3
567,29,1,0,3
568,80,1,0,3
569,69,1,0,3
570,128,1,0,3
571,156,1,0,3
572,67,1,0,3
573,80,1,0,3
574,90,1,0,3
575,137,1,0,3
576,127,1,0,3
577,117,1,0,3
578,56,1,0,3
579,29,1,0,3
580,56,1,0,3
581,16,1,0,3
582,127,1,0,3
583,34,1,0,3
584,84,1,0,3
585,69,1,0,3
586,326,1,0,3
587,179,1,0,3
588,411,5,0,3
589,5,1,0,3
590,34,1,0,3
591,318,1,0,3
592,591,5,30.5286,3
593,50,1,0,3
594,52,1,0,3
595,1,1,0,3
596,51,1,0,3
597,76,1,0,3
598,40,1,0,3
599,97,1,0,3
600,48,1,0,3
601,90,1,0,3
602,29,1,0,3
603,60,1,0,3
604,84,1,0,3
605,69,1,0,3
606,53,1,0,3
607,74,1,0,3
608,69,1,0,3
609,50,1,0,3
610,4,1,0,3
611,94,1,0,3
612,128,1,0,3
613,81,1,0,3
614,310,1,0,3
615,156,1,0,3
616,38,1,0,3
617,115,1,0,3
618,9,1,0,3
619,4,1,0,3
620,57,1,0,3
621,5,1,0,3
622,48,1,0,3
623,41,1,0,3
624,59,1,0,3
625,179,1,0,3
626,59,1,0,3
627,94,1,0,3
628,93,1,0,3
629,628,7,30.0167,3
630,629,5,28.9287,3
631,73,1,0,3
632,56,1,0,3
633,632,2,28.2886,3
634,59,1,0,3
635,128,1,0,3
636,63,1,0,3
637,636,3,29.8886,3
638,127,1,0,3
639,638,2,20.1606,3
640,179,1,0,3
641,33,1,0,3
642,114,1,0,3
643,137,1,0,3
644,57,1,0,3
645,94,1,0,3
646,645,2,36.7367,3
647,38,1,0,3
648,38,1,0,3
649,179,1,0,3
650,34,1,0,3
651,23,1,0,3
652,4,1,0,3
653,76,1,0,3
654,57,1,0,3
655,128,1,0,3
656,119,1,0,3
657,57,1,0,3
658,326,1,0,3
659,4,1,0,3
660,51,1,0,3
661,76,1,0,3
662,661,2,25.7286,3
663,67,1,0,3
664,632,2,31000,3
665,51,1,0,3
666,3,1,0,3
667,98,1,0,3
668,667,3,28.2886,3
669,5,1,0,3
670,290,2,0,3
671,18,1,0,3
672,137,1,0,3
673,672,2,25.7286,3
674,67,1,0,3
675,4,1,0,3
676,52,1,0,3
677,56,1,0,3
678,34,1,0,3
679,326,1,0,3
680,81,1,0,3
681,76,1,0,3
682,84,1,0,3
683,63,1,0,3
684,11,1,0,3
685,38,1,0,3
686,685,2,23.8086,3
687,34,1,0,3
688,69,1,0,3
689,57,1,0,3
690,5,1,0,3
691,690,8,18.8807,3
692,4,1,0,3
693,8,1,0,3
694,117,1,0,3
695,33,1,0,3
696,80,1,0,3
697,117,1,0,3
698,67,1,0,3
699,5,1,0,3
700,114,1,0,3
701,67,1,0,3
702,701,6,20.8006,3
703,9,1,0,3
704,84,1,0,3
706,137,1,0,3
707,704,3,-1,-1
707,396,1,0,3
708,59,1,0,3
709,60,1,0,3
710,162,1,0,3
711,179,1,0,3
712,711,5,23.1687,3
713,18,1,0,3
714,114,1,0,3
715,97,1,0,3
716,74,1,0,3
717,74,1,0,3
718,94,1,0,3
719,318,1,0,3
720,60,1,0,3
721,310,1,0,3
722,721,4,20.4806,3
723,48,1,0,3
724,48,1,0,3
725,724,3,23.0407,3
726,65,1,0,3
727,138,2,0,3
728,137,1,0,3
729,114,1,0,3
730,127,1,0,3
731,80,1,0,3
732,8,1,0,3
733,162,1,0,3
734,35,1,0,3
735,15,1,0,3
736,97,1,0,3
737,40,1,0,3
738,8,1,0,3
739,65,1,0,3
740,115,1,0,3
741,59,1,0,3
742,98,1,0,3
743,127,1,0,3
744,114,1,0,3
745,115,1,0,3
746,745,3,21.5686,3
747,137,1,0,3
748,310,1,0,3
749,1,1,0,3
750,11,1,0,3
751,396,1,0,3
752,50,1,0,3
753,52,1,0,3
754,73,1,0,3
755,76,1,0,3
756,4,1,0,3
757,93,1,0,3
758,757,7,18.2407,3
759,63,1,0,3
760,127,1,0,3
761,29,1,0,3
762,57,1,0,3
763,40,1,0,3
764,9,1,0,3
765,4,1,0,3
766,5,1,0,3
767,65,1,0,3
768,48,1,0,3
769,156,1,0,3
770,396,1,0,3
771,128,1,0,3
772,34,1,0,3
773,5,1,0,3
774,205,1,0,3
775,11,1,0,3
777,65,1,0,3
778,775,3,-1,-1
778,80,1,0,3
779,90,1,0,3
780,65,1,0,3
781,53,1,0,3
782,80,1,0,3
783,119,1,0,3
784,127,1,0,3
785,67,1,0,3
786,117,1,0,3
787,786,2,21.2486,3
788,9,1,0,3
789,38,1,0,3
790,90,1,0,3
791,790,12,21.4406,3
792,791,8,24.4486,3
793,162,1,0,3
794,53,1,0,3
795,97,1,0,3
796,326,1,0,3
797,115,1,0,3
798,56,1,0,3
799,65,1,0,3
800,80,1,0,3
801,11,1,0,3
802,801,2,21.7607,3
803,179,1,0,3
804,63,1,0,3
805,81,1,0,3
806,18,1,0,3
807,94,1,0,3
808,514,2,0,3
809,117,1,0,3
810,396,1,0,3
811,5,1,0,3
812,3,1,0,3
813,63,1,0,3
814,18,1,0,3
815,115,1,0,3
816,74,1,0,3
817,90,1,0,3
819,128,1,0,3
820,817,10,-1,-1
821,179,1,0,3
822,819,3,-1,-1
822,38,1,0,3
823,16,1,0,3
824,33,1,0,3
825,824,2,18.5606,3
826,114,1,0,3
827,38,1,0,3
828,827,2,23.8087,3
829,84,1,0,3
830,137,1,0,3
831,97,1,0,3
832,831,4,23.1687,3
833,23,1,0,3
834,74,1,0,3
835,33,1,0,3
836,162,1,0,3
837,94,1,0,3
838,5,1,0,3
839,63,1,0,3
840,11,1,0,3
841,67,1,0,3
842,65,1,0,3
843,0,1,0,3
844,51,1,0,3
845,0,1,0,3
846,115,1,0,3
847,56,1,0,3
848,63,1,0,3
849,661,2,0,3
850,65,1,0,3
851,60,1,0,3
852,127,1,0,3
853,389,2,0,3
854,213,1,0,3
855,29,1,0,3
856,59,1,0,3
857,5,1,0,3
858,1,1,0,3
859,318,1,0,3
860,59,1,0,3
861,60,1,0,3
862,8,1,0,3
863,65,1,0,3
864,130,2,0,3
865,13,1,0,3
866,396,1,0,3
867,50,1,0,3
868,90,1,0,3
869,326,1,0,3
870,35,1,0,3
871,84,1,0,3
872,34,1,0,3
873,137,1,0,3
874,310,1,0,3
875,119,1,0,3
876,34,1,0,3
877,73,1,0,3
878,156,1,0,3
879,5,1,0,3
880,179,1,0,3
881,93,1,0,3
882,128,1,0,3
883,310,1,0,3
884,90,1,0,3
885,326,1,0,3
886,57,1,0,3
887,205,1,0,3
888,38,1,0,3
889,59,1,0,3
890,41,1,0,3
891,59,1,0,3
892,18,1,0,3
893,117,1,0,3
894,53,1,0,3
895,213,1,0,3
896,35,1,0,3
897,59,1,0,3
898,60,1,0,3
899,127,1,0,3
900,50,1,0,3
901,162,1,0,3
902,213,1,0,3
903,310,1,0,3
904,3,1,0,3
905,162,1,0,3
906,76,1,0,3
907,4,1,0,3
908,326,1,0,3
909,76,1,0,3
910,98,1,0,3
911,318,1,0,3
912,137,1,0,3
913,34,1,0,3
914,60,1,0,3
915,3,1,0,3
916,156,1,0,3
917,41,1,0,3
918,35,1,0,3
920,80,1,0,3
921,918,10,-1,-1
921,661,2,0,3
922,128,1,0,3
923,922,2,21.7607,3
924,90,1,0,3
925,326,1,0,3
926,925,3,22.5286,3
927,81,1,0,3
928,50,1,0,3
929,928,3,22.0806,3
930,60,1,0,3
931,117,1,0,3
932,11,1,0,3
934,9,1,0,3
935,932,4,-1,-1
935,56,1,0,3
936,128,1,0,3
937,8,1,0,3
938,84,1,0,3
939,59,1,0,3
940,290,2,0,3
941,40,1,0,3
942,81,1,0,3
943,76,1,0,3
944,318,1,0,3
945,117,1,0,3
946,945,4,35.7766,3
947,9,1,0,3
948,50,1,0,3
949,318,1,0,3
950,40,1,0,3
951,5,1,0,3
952,5,1,0,3
953,90,1,0,3
954,56,1,0,3
955,137,1,0,3
956,69,1,0,3
957,94,1,0,3
958,35,1,0,3
959,57,1,0,3
960,56,1,0,3
961,213,1,0,3
962,40,1,0,3
964,34,1,0,3
965,962,7,-1,-1
965,38,1,0,3
966,4,1,0,3
967,57,1,0,3
968,18,1,0,3
969,76,1,0,3
970,29,1,0,3
971,9,1,0,3
972,50,1,0,3
973,5,1,0,3
974,11,1,0,3
975,52,1,0,3
976,3,1,0,3
977,976,8,28.6086,3
978,8,1,0,3
979,213,1,0,3
981,93,1,0,3
982,979,2,-1,-1
982,981,11,34.8166,3
983,74,1,0,3
984,97,1,0,3
985,5,1,0,3
986,985,3,40.2567,3
988,18,1,0,3
989,986,2,-1,-1
989,290,2,0,3
990,67,1,0,3
991,16,1,0,3
992,396,1,0,3
993,53,1,0,3
994,8,1,0,3
995,35,1,0,3
996,38,1,0,3
997,127,1,0,3
998,23,1,0,3
1000,1,1,0,3
1001,998,19,-1,-1
1001,76,1,0,3
1002,119,1,0,3
1003,128,1,0,3
1004,65,1,0,3
1005,4,1,0,3
1006,514,2,0,3
1007,40,1,0,3
1008,94,1,0,3
1009,119,1,0,3
1010,16,1,0,3
1011,1,1,0,3
1012,117,1,0,3
1013,4,1,0,3
1014,114,1,0,3
1015,5,1,0,3
1016,76,1,0,3
1017,40,1,0,3
1018,38,1,0,3
1019,1,1,0,3
1020,0,1,0,3
1021,9,1,0,3
1022,97,1,0,3
1023,94,1,0,3
1024,213,1,0,3
1025,40,1,0,3
1026,205,1,0,3
1027,50,1,0,3
1028,4,1,0,3
1029,16,1,0,3
1030,667,3,0,3
1031,52,1,0,3
1032,827,2,0,3
1033,4,1,0,3
1034,1,1,0,3
1035,34,1,0,3
1036,53,1,0,3
1037,63,1,0,3
1038,115,1,0,3
1039,4,1,0,3
1040,94,1,0,3
1041,57,1,0,3
1042,0,1,0,3
1043,41,1,0,3
1044,23,1,0,3
1045,63,1,0,3
1046,117,1,0,3
1047,205,1,0,3
1048,52,1,0,3
1049,4,1,0,3
1050,119,1,0,3
1051,38,1,0,3
1052,5,1,0,3
1053,119,1,0,3
1054,1053,2,16.5764,3
1056,4,1,0,3
1057,1054,4,-1,-1
1057,213,1,0,3
1058,73,1,0,3
1059,51,1,0,3
1060,90,1,0,3
1061,128,1,0,3
1062,119,1,0,3
1063,16,1,0,3
1064,8,1,0,3
1065,1064,5,22.3366,3
1066,5,1,0,3
1067,326,1,0,3
1068,1067,2,30.2086,3
1069,29,1,0,3
1070,213,1,0,3
1071,117,1,0,3
1072,115,1,0,3
1073,57,1,0,3
1074,69,1,0,3
1075,23,1,0,3
1076,326,1,0,3
1077,80,1,0,3
1078,5,1,0,3
1079,52,1,0,3
1080,213,1,0,3
1081,67,1,0,3
1082,50,1,0,3
1083,1082,6,29.6966,3
1084,59,1,0,3
1085,3,1,0,3
1086,76,1,0,3
1087,4,1,0,3
1088,313,4,0,3
1089,326,1,0,3
1090,59,1,0,3
1091,318,1,0,3
1092,38,1,0,3
1094,35,1,0,3
1095,1092,2,-1,-1
1095,60,1,0,3
1096,29,1,0,3
1097,34,1,0,3
1098,56,1,0,3
1099,3,1,0,3
1100,310,1,0,3
1101,51,1,0,3
1102,9,1,0,3
1103,65,1,0,3
1104,18,1,0,3
1105,115,1,0,3
1106,65,1,0,3
1107,98,1,0,3
1108,156,1,0,3
1109,93,1,0,3
1110,50,1,0,3
1111,9,1,0,3
1112,205,1,0,3
1113,9,1,0,3
1114,137,1,0,3
1115,11,1,0,3
1116,60,1,0,3
1117,48,1,0,3
1118,117,1,0,3
1119,40,1,0,3
1120,5,1,0,3
1121,81,1,0,3
1122,52,1,0,3
1123,117,1,0,3
1124,81,1,0,3
1125,117,1,0,3
1126,119,1,0,3
1127,52,1,0,3
1128,137,1,0,3
1129,23,1,0,3
1130,48,1,0,3
1131,74,1,0,3
1132,50,1,0,3
1133,40,1,0,3
1134,98,1,0,3
1135,57,1,0,3
1136,74,1,0,3
1137,52,1,0,3
1138,3,1,0,3
1139,115,1,0,3
1140,16,1,0,3
1141,114,1,0,3
1142,73,1,0,3
1143,84,1,0,3
1144,97,1,0,3
1145,29,1,0,3
1146,40,1,0,3
1147,205,1,0,3
1148,11,1,0,3
1151,1148,4,-1,-1
1151,97,1,0,3
1152,1149,4,-1,-1
1152,59,1,0,3
1153,90,1,0,3
1154,18,1,0,3
1155,59,1,0,3
1156,928,3,0,3
1157,35,1,0,3
1158,63,1,0,3
1159,52,1,0,3
1160,114,1,0,3
1161,74,1,0,3
1162,11,1,0,3
1163,213,1,0,3
1164,1163,2,27.0086,3
1165,84,1,0,3
1166,9,1,0,3
1167,18,1,0,3
1168,98,1,0,3
1169,1168,8,29.8887,3
1170,23,1,0,3
1171,16,1,0,3
1172,67,1,0,3
1173,827,2,0,3
1174,119,1,0,3
1175,63,1,0,3
1176,98,1,0,3
1177,67,1,0,3
1178,52,1,0,3
1179,326,1,0,3
1180,53,1,0,3
1181,1180,2,19.2006,3
1182,11,1,0,3
1183,0,1,0,3
1184,53,1,0,3
1185,1,1,0,3
1186,67,1,0,3
1187,127,1,0,3
1188,40,1,0,3
1189,326,1,0,3
1190,9,1,0,3
1191,38,1,0,3
1192,97,1,0,3
1193,15,1,0,3
1194,5,1,0,3
1195,1194,3,21.1206,3
1196,81,1,0,3
1198,4,1,0,3
1199,1196,3,-1,-1
1199,1067,2,0,3
1200,1199,11,25.4086,3
1201,80,1,0,3
1202,38,1,0,3
1203,3,1,0,3
1204,179,1,0,3
1205,53,1,0,3
1206,11,1,0,3
1207,40,1,0,3
1208,117,1,0,3
1209,40,1,0,3
1210,119,1,0,3
1211,1210,3,24.4487,3
1212,34,1,0,3
1213,74,1,0,3
1214,94,1,0,3
1215,52,1,0,3
1216,11,1,0,3
1217,117,1,0,3
1218,119,1,0,3
1220,162,1,0,3
1221,1218,7,-1,-1
1221,137,1,0,3
1222,114,1,0,3
1223,56,1,0,3
1224,41,1,0,3
1225,1,1,0,3
1226,84,1,0,3
1227,65,1,0,3
1228,84,1,0,3
1229,3,1,0,3
1230,76,1,0,3
1231,318,1,0,3
1232,1,1,0,3
1233,81,1,0,3
1234,97,1,0,3
1235,156,1,0,3
1236,128,1,0,3
1238,13,1,0,3
1239,1236,2,-1,-1
1239,35,1,0,3
1240,74,1,0,3
1241,1240,3,25.0887,3
1242,63,1,0,3
1243,1242,2,19.3286,3
1244,90,1,0,3
1245,117,1,0,3
1246,76,1,0,3
1247,213,1,0,3
1248,50,1,0,3
1249,0,1,0,3
1250,63,1,0,3
1251,396,1,0,3
1252,11,1,0,3
1253,94,1,0,3
1254,65,1,0,3
1255,51,1,0,3
1257,1256,3,22.4006,3
1258,1255,4,-1,-1
1258,69,1,0,3
1260,38,1,0,3
1261,1258,3,-1,-1
1261,84,1,0,3
1262,60,1,0,3
1263,310,1,0,3
1264,13,1,0,3
1265,59,1,0,3
1266,162,1,0,3
1267,1266,2,30.2086,3
1268,3,1,0,3
1269,97,1,0,3
1270,84,1,0,3
1271,326,1,0,3
1272,90,1,0,3
1273,1272,4,17.9207,3
1274,922,2,0,3
1275,1274,7,27.9686,3
1276,93,1,0,3
1277,0,1,0,3
1279,69,1,0,3
1280,1277,4,-1,-1
1280,41,1,0,3
1281,41,1,0,3
1282,117,1,0,3
1283,179,1,0,3
1284,98,1,0,3
1285,23,1,0,3
1287,318,1,0,3
1288,1285,3,-1,-1
1288,56,1,0,3
1289,53,1,0,3
1290,73,1,0,3
1291,1290,21,33.8566,3
1292,137,1,0,3
1293,318,1,0,3
1294,53,1,0,3
1295,1180,2,0,3
1296,117,1,0,3
