time,seq,class,rtt,hops
3868,6,1,0,3
3869,71,1,0,3
3870,3869,5,34.8167,3
3871,50,1,0,3
3872,38,1,0,3
3873,9,1,0,3
3874,54,1,0,3
3875,54,1,0,3
3876,16,1,0,3
3877,43,1,0,3
3878,66,1,0,3
3879,126,1,0,3
3880,85,1,0,3
3881,62,1,0,3
3882,126,1,0,3
3883,35,1,0,3
3884,190,1,0,3
3885,21,1,0,3
3886,1489,3,0,3
3887,20,1,0,3
3888,11,1,0,3
3889,62,1,0,3
3890,1194,2,0,3
3891,6,1,0,3
3892,66,1,0,3
3893,41,1,0,3
3894,10,1,0,3
3895,2,1,0,3
3896,87,1,0,3
3897,59,1,0,3
3898,38,1,0,3
3899,159,1,0,3
3900,18,1,0,3
3901,38,1,0,3
3902,118,1,0,3
3903,22,1,0,3
3904,275,1,0,3
3905,23,1,0,3
3906,64,1,0,3
3907,37,1,0,3
3908,23,1,0,3
3909,41,1,0,3
3910,43,1,0,3
3911,131,1,0,3
3912,93,1,0,3
3913,21,1,0,3
3914,2,1,0,3
3915,4,1,0,3
3916,663,2,0,3
3917,134,1,0,3
3918,134,1,0,3
3919,190,1,0,3
3920,16,1,0,3
3921,71,1,0,3
3922,16,1,0,3
3923,258,1,0,3
3924,195,1,0,3
3925,38,1,0,3
3926,43,1,0,3
3927,62,1,0,3
3928,13,1,0,3
3929,20,1,0,3
3930,38,1,0,3
3931,3,1,0,3
3932,93,1,0,3
3933,11,1,0,3
3934,2613,3,0,3
3935,275,1,0,3
3936,110,1,0,3
3937,99,1,0,3
3938,60,1,0,3
3939,18,1,0,3
3940,24,1,0,3
3941,71,1,0,3
3942,10,1,0,3
3943,1419,2,0,3
3944,35,1,0,3
3945,16,1,0,3
3946,85,1,0,3
3947,134,1,0,3
3948,114,1,0,3
3949,765,2,0,3
3950,134,1,0,3
3951,164,1,0,3
3952,22,1,0,3
3953,3952,3,24.1286,3
3954,52,1,0,3
3955,87,1,0,3
3956,10,1,0,3
3957,118,1,0,3
3958,56,1,0,3
3959,87,1,0,3
3960,60,1,0,3
3961,46,1,0,3
3962,54,1,0,3
3963,59,1,0,3
3964,164,1,0,3
3965,63,1,0,3
3966,64,1,0,3
3967,63,1,0,3
3968,179,1,0,3
3969,118,1,0,3
3970,92,1,0,3
3971,52,1,0,3
3972,3,1,0,3
3973,54,1,0,3
3974,60,1,0,3
3975,164,1,0,3
3976,159,1,0,3
3977,18,1,0,3
3978,41,1,0,3
3979,52,1,0,3
3980,1379,4,0,3
3981,2,1,0,3
3982,118,1,0,3
3983,64,1,0,3
3984,404,1,0,3
3985,159,1,0,3
3986,404,1,0,3
3987,70,1,0,3
3988,62,1,0,3
3989,3333,3,0,3
3990,60,1,0,3
3992,140,1,0,3
3993,3990,19,-1,-1
3993,20,1,0,3
3994,38,1,0,3
3995,1184,2,0,3
3996,59,1,0,3
3997,190,1,0,3
3998,131,1,0,3
3999,144,1,0,3
4000,33,1,0,3
4001,4000,4,20.4807,3
4002,110,1,0,3
4003,60,1,0,3
4004,159,1,0,3
4005,114,1,0,3
4006,70,1,0,3
4007,299,2,0,3
4008,179,1,0,3
4009,52,1,0,3
4010,38,1,0,3
4011,60,1,0,3
4012,190,1,0,3
4013,60,1,0,3
4014,9,1,0,3
4015,43,1,0,3
4016,3,1,0,3
4017,179,1,0,3
4018,4,1,0,3
4019,59,1,0,3
4020,24,1,0,3
4021,164,1,0,3
4022,20,1,0,3
4023,131,1,0,3
4024,66,1,0,3
4025,3,1,0,3
4026,114,1,0,3
4027,851,2,0,3
4028,118,1,0,3
4029,4028,22,23.0406,3
4030,23,1,0,3
4031,66,1,0,3
4032,38,1,0,3
4033,2,1,0,3
4034,1218,2,0,3
4035,56,1,0,3
4036,195,1,0,3
4037,9,1,0,3
4038,4037,3,19.2006,3
4040,2,1,0,3
4041,4038,23,-1,-1
4041,4040,6,28.9286,3
4042,22,1,0,3
4043,7,1,0,3
4044,66,1,0,3
4045,164,1,0,3
4046,16,1,0,3
4047,93,1,0,3
4048,258,1,0,3
4049,13,1,0,3
4050,37,1,0,3
4051,1204,3,0,3
4052,54,1,0,3
4053,325,2,0,3
4054,6,1,0,3
4055,87,1,0,3
4056,110,1,0,3
4057,64,1,0,3
4058,87,1,0,3
4059,118,1,0,3
4060,46,1,0,3
4061,42,1,0,3
4062,56,1,0,3
4063,60,1,0,3
4064,70,1,0,3
4065,826,2,0,3
4066,24,1,0,3
4067,2365,2,0,3
4068,77,1,0,3
4069,33,1,0,3
4070,275,1,0,3
4071,13,1,0,3
4072,98,1,0,3
4073,87,1,0,3
4074,23,1,0,3
4075,275,1,0,3
4076,20,1,0,3
4077,99,1,0,3
4078,13,1,0,3
4079,64,1,0,3
4080,6,1,0,3
4081,110,1,0,3
4082,46,1,0,3
4083,114,1,0,3
4084,10,1,0,3
4085,663,2,0,3
4086,110,1,0,3
4087,70,1,0,3
4088,4087,5,10.3682,3
4089,179,1,0,3
4090,4,1,0,3
4091,18,1,0,3
4092,46,1,0,3
4093,38,1,0,3
4094,126,1,0,3
4095,22,1,0,3
4096,4095,7,22.8486,3
4097,50,1,0,3
4098,114,1,0,3
4099,11,1,0,3
4100,131,1,0,3
4101,18,1,0,3
4102,9,1,0,3
4103,2849,7,0,3
4104,195,1,0,3
4105,765,2,0,3
4106,33,1,0,3
4107,16,1,0,3
4108,7,1,0,3
4109,71,1,0,3
4110,4109,21,19.8406,3
4111,110,1,0,3
4112,195,1,0,3
4113,13,1,0,3
4114,131,1,0,3
4115,3319,5,0,3
4116,59,1,0,3
4117,24,1,0,3
4118,63,1,0,3
4119,446,2,0,3
4120,98,1,0,3
4121,4,1,0,3
4122,126,1,0,3
4123,38,1,0,3
4124,275,1,0,3
4125,9,1,0,3
4126,195,1,0,3
4127,159,1,0,3
4128,6,1,0,3
4129,118,1,0,3
4130,2,1,0,3
4131,22,1,0,3
4132,22,1,0,3
4133,66,1,0,3
4134,22,1,0,3
4135,85,1,0,3
4136,87,1,0,3
4137,404,1,0,3
4138,4137,11,18.5606,3
4139,3,1,0,3
4140,13,1,0,3
4141,159,1,0,3
4142,98,1,0,3
4143,43,1,0,3
4144,404,1,0,3
4145,41,1,0,3
4146,18,1,0,3
4147,99,1,0,3
4148,275,1,0,3
4149,275,1,0,3
4150,653,3,0,3
4151,37,1,0,3
4152,114,1,0,3
4153,92,1,0,3
4154,71,1,0,3
4155,50,1,0,3
4156,13,1,0,3
4157,179,1,0,3
4158,16,1,0,3
4159,62,1,0,3
4160,4159,16,20.4806,3
4161,52,1,0,3
4162,63,1,0,3
4163,7,1,0,3
4164,23,1,0,3
4165,71,1,0,3
4166,20,1,0,3
4167,98,1,0,3
4168,33,1,0,3
4169,56,1,0,3
4170,50,1,0,3
4171,46,1,0,3
4172,43,1,0,3
4173,258,1,0,3
4174,195,1,0,3
4175,41,1,0,3
4176,11,1,0,3
4177,9,1,0,3
4178,64,1,0,3
4179,4178,5,19.8406,3
4180,118,1,0,3
4181,98,1,0,3
4182,52,1,0,3
4183,38,1,0,3
4184,42,1,0,3
4185,4184,9,20.8006,3
4186,404,1,0,3
4187,2864,3,0,3
4188,66,1,0,3
4189,2,1,0,3
4190,164,1,0,3
4191,85,1,0,3
4192,16,1,0,3
4193,62,1,0,3
4194,178,4,0,3
4195,173,2,0,3
4196,126,1,0,3
4197,50,1,0,3
4198,2365,2,0,3
4199,33,1,0,3
4200,16,1,0,3
4201,19,1,0,3
4202,42,1,0,3
4203,42,1,0,3
4204,98,1,0,3
4205,24,1,0,3
4206,33,1,0,3
4207,11,1,0,3
4208,77,1,0,3
4209,4208,5,20.8006,3
4210,23,1,0,3
4211,71,1,0,3
4212,190,1,0,3
4213,131,1,0,3
4214,1393,2,0,3
4215,37,1,0,3
4216,4215,11,18.2406,3
4217,1419,2,0,3
4218,727,4,0,3
4220,114,1,0,3
4221,4218,13,-1,-1
4221,16,1,0,3
4222,404,1,0,3
4223,18,1,0,3
4224,13,1,0,3
4225,7,1,0,3
4226,110,1,0,3
4227,63,1,0,3
4228,16,1,0,3
4229,258,1,0,3
4230,126,1,0,3
4231,66,1,0,3
4232,98,1,0,3
4233,134,1,0,3
4234,93,1,0,3
4235,4234,3,23.3607,3
4236,134,1,0,3
4237,99,1,0,3
4238,6,1,0,3
4239,13,1,0,3
4240,21,1,0,3
4241,98,1,0,3
4242,190,1,0,3
4243,1064,2,0,3
4244,258,1,0,3
4245,2385,5,0,3
4246,43,1,0,3
4247,4,1,0,3
4248,85,1,0,3
4249,4248,2,22.7206,3
4250,99,1,0,3
4251,4,1,0,3
4252,159,1,0,3
4253,35,1,0,3
4254,258,1,0,3
4255,277,2,0,3
4256,85,1,0,3
4257,2026,2,0,3
4258,131,1,0,3
4259,52,1,0,3
4260,4259,4,25.2167,3
4261,38,1,0,3
4262,404,1,0,3
4263,19,1,0,3
4264,2561,2,0,3
4265,4,1,0,3
4266,164,1,0,3
4267,20,1,0,3
4268,110,1,0,3
4269,50,1,0,3
4270,10,1,0,3
4271,16,1,0,3
4272,258,1,0,3
4273,42,1,0,3
4274,195,1,0,3
4275,85,1,0,3
4276,41,1,0,3
4277,110,1,0,3
4278,114,1,0,3
4279,52,1,0,3
4280,3080,2,0,3
4281,21,1,0,3
4282,164,1,0,3
4283,77,1,0,3
4284,257,2,0,3
4285,258,1,0,3
4286,64,1,0,3
4287,99,1,0,3
4288,258,1,0,3
4289,404,1,0,3
4290,22,1,0,3
4291,20,1,0,3
4292,56,1,0,3
4293,33,1,0,3
4294,77,1,0,3
4295,19,1,0,3
4296,92,1,0,3
4297,2,1,0,3
4298,134,1,0,3
4299,62,1,0,3
4300,23,1,0,3
4301,9,1,0,3
4302,46,1,0,3
4303,4302,3,37.3766,3
4304,7,1,0,3
4305,6,1,0,3
4306,22,1,0,3
4307,13,1,0,3
4308,2170,3,0,3
4309,93,1,0,3
4310,190,1,0,3
4311,46,1,0,3
4312,2,1,0,3
4313,837,2,0,3
4314,7,1,0,3
4315,190,1,0,3
4316,159,1,0,3
4317,6,1,0,3
4318,2028,2,0,3
4319,1419,2,0,3
4320,50,1,0,3
4321,4320,6,21.8886,3
4322,195,1,0,3
4323,1218,2,0,3
4324,11,1,0,3
4325,41,1,0,3
4326,92,1,0,3
4327,85,1,0,3
4328,2,1,0,3
4329,2,1,0,3
4330,11,1,0,3
4331,144,1,0,3
4332,4,1,0,3
4333,50,1,0,3
4334,37,1,0,3
4335,37,1,0,3
4336,21,1,0,3
4337,3,1,0,3
4338,99,1,0,3
4339,2,1,0,3
4340,70,1,0,3
4341,114,1,0,3
4342,10,1,0,3
4343,179,1,0,3
4344,851,2,0,3
4345,16,1,0,3
4346,4248,2,97000,3
4347,60,1,0,3
4348,123,2,0,3
4350,16,1,0,3
4351,4348,5,-1,-1
4351,77,1,0,3
4352,10,1,0,3
4353,23,1,0,3
4354,6,1,0,3
4355,4,1,0,3
4356,66,1,0,3
4357,2071,2,0,3
4358,66,1,0,3
4359,114,1,0,3
4360,98,1,0,3
4361,46,1,0,3
4362,404,1,0,3
4363,63,1,0,3
4364,2,1,0,3
4365,114,1,0,3
4366,114,1,0,3
4367,6,1,0,3
4368,22,1,0,3
4369,46,1,0,3
4370,6,1,0,3
4371,16,1,0,3
4372,23,1,0,3
4373,38,1,0,3
4374,21,1,0,3
4375,54,1,0,3
4376,159,1,0,3
4377,37,1,0,3
4378,21,1,0,3
4379,110,1,0,3
4380,85,1,0,3
4381,140,1,0,3
4382,66,1,0,3
4383,42,1,0,3
4384,118,1,0,3
4385,98,1,0,3
4386,178,4,0,3
4387,118,1,0,3
4388,38,1,0,3
4389,50,1,0,3
4390,190,1,0,3
4391,24,1,0,3
4392,46,1,0,3
4393,56,1,0,3
4394,50,1,0,3
4395,87,1,0,3
4396,50,1,0,3
4397,64,1,0,3
4398,144,1,0,3
4399,10,1,0,3
4400,85,1,0,3
4401,59,1,0,3
4402,63,1,0,3
4403,4,1,0,3
4404,11,1,0,3
4405,131,1,0,3
4406,144,1,0,3
4407,9,1,0,3
4408,159,1,0,3
4409,4,1,0,3
4410,164,1,0,3
4411,50,1,0,3
4412,134,1,0,3
4413,56,1,0,3
4414,63,1,0,3
4415,13,1,0,3
4416,62,1,0,3
4417,10,1,0,3
4418,37,1,0,3
4419,41,1,0,3
4420,3,1,0,3
4422,179,1,0,3
4423,4420,2,-1,-1
4423,246,2,0,3
4424,159,1,0,3
4425,63,1,0,3
4426,70,1,0,3
4427,24,1,0,3
4428,70,1,0,3
4429,77,1,0,3
4430,110,1,0,3
4431,20,1,0,3
4432,18,1,0,3
4433,10,1,0,3
4434,41,1,0,3
4435,46,1,0,3
4436,46,1,0,3
4437,404,1,0,3
4438,4302,3,0,3
4439,3,1,0,3
4440,404,1,0,3
4441,13,1,0,3
4442,23,1,0,3
4443,87,1,0,3
4444,98,1,0,3
4445,20,1,0,3
4446,9,1,0,3
4447,404,1,0,3
4448,92,1,0,3
4449,140,1,0,3
4450,114,1,0,3
4451,50,1,0,3
4452,4,1,0,3
4453,37,1,0,3
4454,85,1,0,3
4455,4454,8,22.0806,3
4456,404,1,0,3
4457,258,1,0,3
4458,164,1,0,3
4459,4,1,0,3
4460,42,1,0,3
4461,140,1,0,3
4462,19,1,0,3
4463,54,1,0,3
4464,70,1,0,3
4465,140,1,0,3
4466,4465,7,35.1366,3
4467,38,1,0,3
4468,164,1,0,3
4469,6,1,0,3
4470,43,1,0,3
4471,24,1,0,3
4472,6,1,0,3
4473,404,1,0,3
4475,64,1,0,3
4476,4473,4,-1,-1
4476,46,1,0,3
4477,52,1,0,3
4478,4477,4,18.5606,3
4479,9,1,0,3
4480,77,1,0,3
4481,23,1,0,3
4482,3,1,0,3
4483,131,1,0,3
4484,43,1,0,3
4485,24,1,0,3
4486,63,1,0,3
4487,2635,24,0,3
4488,134,1,0,3
4489,118,1,0,3
4490,164,1,0,3
4491,258,1,0,3
4492,46,1,0,3
4493,62,1,0,3
4494,3952,3,0,3
4495,4494,7,22.7206,3
4496,60,1,0,3
4497,114,1,0,3
4498,93,1,0,3
4499,46,1,0,3
4500,33,1,0,3
4501,258,1,0,3
4502,22,1,0,3
4503,93,1,0,3
4504,24,1,0,3
4505,66,1,0,3
4506,50,1,0,3
4507,4506,3,37.3767,3
4508,195,1,0,3
4509,64,1,0,3
4510,114,1,0,3
4511,16,1,0,3
4512,195,1,0,3
4513,92,1,0,3
4514,275,1,0,3
4515,37,1,0,3
4516,98,1,0,3
4517,10,1,0,3
4518,92,1,0,3
4519,164,1,0,3
4520,404,1,0,3
4521,70,1,0,3
4522,63,1,0,3
4523,21,1,0,3
4524,85,1,0,3
4525,37,1,0,3
4526,98,1,0,3
4527,20,1,0,3
4528,92,1,0,3
4529,35,1,0,3
4530,64,1,0,3
4531,46,1,0,3
4532,1589,2,0,3
4533,4532,3,22.4006,3
4534,4248,2,0,3
4535,179,1,0,3
4536,159,1,0,3
4537,179,1,0,3
4538,66,1,0,3
4539,54,1,0,3
4540,4,1,0,3
4541,2,1,0,3
4542,13,1,0,3
4543,4542,3,23.8087,3
4544,1192,4,0,3
4545,50,1,0,3
4546,404,1,0,3
4547,404,1,0,3
4548,87,1,0,3
4549,10,1,0,3
4550,179,1,0,3
4551,2261,4,0,3
4552,24,1,0,3
4553,77,1,0,3
4554,126,1,0,3
4555,10,1,0,3
4556,7,1,0,3
4557,4556,4,29.8886,3
4558,56,1,0,3
4559,16,1,0,3
4560,56,1,0,3
4561,404,1,0,3
4562,60,1,0,3
4563,190,1,0,3
4564,35,1,0,3
4565,50,1,0,3
4566,85,1,0,3
4567,164,1,0,3
4568,46,1,0,3
4569,37,1,0,3
4570,144,1,0,3
4571,56,1,0,3
4572,275,1,0,3
4573,23,1,0,3
4574,110,1,0,3
4575,9,1,0,3
4576,54,1,0,3
4577,277,2,0,3
4578,41,1,0,3
4579,7,1,0,3
4580,62,1,0,3
4581,70,1,0,3
4582,16,1,0,3
4583,99,1,0,3
4584,42,1,0,3
4585,24,1,0,3
4586,16,1,0,3
4587,64,1,0,3
4588,56,1,0,3
4590,54,1,0,3
4591,4588,5,-1,-1
4591,765,2,0,3
4592,164,1,0,3
4593,21,1,0,3
4594,93,1,0,3
4595,52,1,0,3
4596,6,1,0,3
4597,33,1,0,3
4598,258,1,0,3
4599,275,1,0,3
4600,144,1,0,3
4601,66,1,0,3
4602,13,1,0,3
4603,195,1,0,3
4604,66,1,0,3
4605,43,1,0,3
4606,41,1,0,3
4607,85,1,0,3
4608,43,1,0,3
4609,35,1,0,3
4610,18,1,0,3
4611,275,1,0,3
4612,179,1,0,3
4613,21,1,0,3
4614,24,1,0,3
4615,62,1,0,3
4616,18,1,0,3
4617,59,1,0,3
4618,9,1,0,3
4619,3,1,0,3
4620,23,1,0,3
4621,77,1,0,3
4622,46,1,0,3
4623,275,1,0,3
4624,21,1,0,3
4625,54,1,0,3
4626,118,1,0,3
4627,114,1,0,3
4628,4000,4,0,3
4629,1361,3,0,3
4630,85,1,0,3
4631,18,1,0,3
4632,7,1,0,3
4633,851,2,0,3
4634,13,1,0,3
4635,275,1,0,3
4636,23,1,0,3
4637,114,1,0,3
4638,190,1,0,3
4639,66,1,0,3
4640,22,1,0,3
4641,93,1,0,3
4642,13,1,0,3
4643,134,1,0,3
4644,41,1,0,3
4645,144,1,0,3
4646,43,1,0,3
4647,6,1,0,3
4648,2833,3,0,3
4649,13,1,0,3
4650,9,1,0,3
4651,93,1,0,3
4652,4,1,0,3
4653,10,1,0,3
4654,179,1,0,3
4655,637,3,0,3
4656,56,1,0,3
4657,1004,2,0,3
4658,18,1,0,3
4659,4658,5,26.6246,3
4660,60,1,0,3
4661,56,1,0,3
4662,23,1,0,3
4663,70,1,0,3
4664,2664,2,0,3
4665,837,2,0,3
4666,71,1,0,3
4667,60,1,0,3
4668,195,1,0,3
4669,77,1,0,3
4670,70,1,0,3
4671,159,1,0,3
4672,1155,2,0,3
4673,41,1,0,3
4674,6,1,0,3
4675,16,1,0,3
4676,21,1,0,3
4677,21,1,0,3
4678,20,1,0,3
4679,35,1,0,3
4680,70,1,0,3
4681,4680,7,26.6887,3
4682,118,1,0,3
4683,159,1,0,3
4684,19,1,0,3
4685,9,1,0,3
4686,63,1,0,3
4687,59,1,0,3
4688,110,1,0,3
4689,98,1,0,3
4690,56,1,0,3
4691,110,1,0,3
4692,4691,3,19.8406,3
4693,56,1,0,3
4694,85,1,0,3
4695,110,1,0,3
4696,2,1,0,3
4697,64,1,0,3
4698,190,1,0,3
4699,110,1,0,3
4700,56,1,0,3
4701,3952,3,0,3
4702,70,1,0,3
4703,22,1,0,3
4704,71,1,0,3
4705,20,1,0,3
4706,92,1,0,3
4707,131,1,0,3
4708,2071,2,0,3
4709,33,1,0,3
4710,16,1,0,3
4711,404,1,0,3
4712,2,1,0,3
4713,24,1,0,3
4714,126,1,0,3
4715,18,1,0,3
4716,3,1,0,3
4717,179,1,0,3
4718,99,1,0,3
4719,19,1,0,3
4720,99,1,0,3
4721,3,1,0,3
4722,24,1,0,3
4723,23,1,0,3
4724,41,1,0,3
4725,54,1,0,3
4726,22,1,0,3
4727,179,1,0,3
4728,62,1,0,3
4729,7,1,0,3
4730,134,1,0,3
4731,144,1,0,3
4732,41,1,0,3
4733,126,1,0,3
4734,131,1,0,3
4735,87,1,0,3
4736,118,1,0,3
4737,77,1,0,3
4738,22,1,0,3
4739,77,1,0,3
4740,13,1,0,3
4741,6,1,0,3
4742,33,1,0,3
4743,85,1,0,3
4744,134,1,0,3
4745,2581,8,0,3
4746,22,1,0,3
4747,4746,7,22.4006,3
4748,134,1,0,3
4749,144,1,0,3
4750,33,1,0,3
4751,19,1,0,3
4752,195,1,0,3
4753,144,1,0,3
4754,87,1,0,3
4755,275,1,0,3
4756,54,1,0,3
4757,110,1,0,3
4758,22,1,0,3
4759,24,1,0,3
4760,33,1,0,3
4761,179,1,0,3
4762,19,1,0,3
4763,126,1,0,3
4764,9,1,0,3
4765,131,1,0,3
4766,7,1,0,3
4767,4766,5,19.2006,3
4768,3649,2,0,3
4769,134,1,0,3
4770,66,1,0,3
4771,195,1,0,3
4772,20,1,0,3
4773,54,1,0,3
4774,64,1,0,3
4775,93,1,0,3
4776,1526,2,0,3
4777,258,1,0,3
4778,2,1,0,3
4779,131,1,0,3
4780,258,1,0,3
4781,21,1,0,3
4782,4781,3,24.4486,3
4783,404,1,0,3
4784,167,2,0,3
4785,16,1,0,3
4786,159,1,0,3
4787,21,1,0,3
4788,52,1,0,3
4789,62,1,0,3
4790,66,1,0,3
4791,258,1,0,3
4792,56,1,0,3
4793,131,1,0,3
4794,56,1,0,3
4795,4794,4,23.4886,3
4796,22,1,0,3
4797,325,2,0,3
4798,11,1,0,3
4799,41,1,0,3
4800,35,1,0,3
4801,140,1,0,3
4802,2561,2,0,3
4803,2,1,0,3
4804,23,1,0,3
4805,62,1,0,3
4806,13,1,0,3
4807,275,1,0,3
4808,258,1,0,3
4809,22,1,0,3
4810,92,1,0,3
4811,60,1,0,3
4812,2,1,0,3
4813,23,1,0,3
4814,190,1,0,3
4815,3333,3,0,3
4816,3080,2,0,3
4817,35,1,0,3
4818,275,1,0,3
4819,92,1,0,3
4820,62,1,0,3
4822,56,1,0,3
4823,4820,5,-1,-1
4823,828,2,0,3
4824,77,1,0,3
4825,404,1,0,3
4826,167,2,0,3
4827,70,1,0,3
4828,275,1,0,3
4829,43,1,0,3
4830,77,1,0,3
4831,11,1,0,3
4832,195,1,0,3
4833,3310,2,0,3
4834,46,1,0,3
4835,62,1,0,3
4836,20,1,0,3
4837,3,1,0,3
4838,114,1,0,3
4839,140,1,0,3
4840,110,1,0,3
4841,43,1,0,3
4842,54,1,0,3
4843,20,1,0,3
4844,4843,8,21.8886,3
4845,2864,3,0,3
4846,195,1,0,3
4847,16,1,0,3
4848,2927,3,0,3
4849,71,1,0,3
4850,70,1,0,3
4851,10,1,0,3
4852,179,1,0,3
4853,54,1,0,3
4854,87,1,0,3
4855,134,1,0,3
4856,42,1,0,3
4857,60,1,0,3
4858,663,2,0,3
4859,3,1,0,3
4860,59,1,0,3
4861,144,1,0,3
4862,52,1,0,3
4863,118,1,0,3
4864,190,1,0,3
4865,126,1,0,3
4866,925,3,0,3
4867,167,2,0,3
4868,4,1,0,3
4869,64,1,0,3
4870,35,1,0,3
4871,10,1,0,3
4872,2,1,0,3
4873,134,1,0,3
4874,50,1,0,3
4875,64,1,0,3
4876,71,1,0,3
4877,85,1,0,3
4878,4877,5,19.5207,3
4879,93,1,0,3
4880,59,1,0,3
4881,56,1,0,3
4882,54,1,0,3
4883,2071,2,0,3
4884,63,1,0,3
4885,64,1,0,3
4886,11,1,0,3
4887,118,1,0,3
4888,19,1,0,3
4889,21,1,0,3
4890,404,1,0,3
4891,118,1,0,3
4892,92,1,0,3
4893,50,1,0,3
4894,56,1,0,3
4895,195,1,0,3
4896,3184,3,0,3
4897,114,1,0,3
4898,35,1,0,3
4899,87,1,0,3
4900,18,1,0,3
4901,52,1,0,3
4902,4901,12,15.3607,3
4903,99,1,0,3
4904,144,1,0,3
4905,63,1,0,3
4906,63,1,0,3
4907,2561,2,0,3
4908,23,1,0,3
4909,46,1,0,3
4910,22,1,0,3
4911,62,1,0,3
4912,1218,2,0,3
4913,11,1,0,3
4914,11,1,0,3
4915,275,1,0,3
4916,70,1,0,3
4917,195,1,0,3
4918,37,1,0,3
4919,10,1,0,3
4920,99,1,0,3
4921,38,1,0,3
4922,114,1,0,3
4923,46,1,0,3
4924,66,1,0,3
4925,59,1,0,3
4926,33,1,0,3
4927,25,2,0,3
4928,85,1,0,3
4929,54,1,0,3
4930,131,1,0,3
4931,164,1,0,3
4932,24,1,0,3
4933,33,1,0,3
4934,19,1,0,3
4935,1004,2,0,3
4936,126,1,0,3
4937,11,1,0,3
4938,56,1,0,3
4939,2106,2,0,3
4940,24,1,0,3
4941,275,1,0,3
4942,134,1,0,3
4943,24,1,0,3
4944,35,1,0,3
4945,13,1,0,3
4946,24,1,0,3
4947,3,1,0,3
4948,7,1,0,3
4949,4948,5,33.5367,3
4950,99,1,0,3
4951,24,1,0,3
4952,140,1,0,3
4953,190,1,0,3
4954,114,1,0,3
4955,19,1,0,3
4956,54,1,0,3
4957,21,1,0,3
4958,2196,2,0,3
4959,64,1,0,3
4960,33,1,0,3
4961,131,1,0,3
4962,41,1,0,3
4963,99,1,0,3
4964,18,1,0,3
4965,50,1,0,3
4966,19,1,0,3
4967,46,1,0,3
4968,59,1,0,3
4969,59,1,0,3
4970,99,1,0,3
4971,258,1,0,3
4972,275,1,0,3
4973,92,1,0,3
4974,2071,2,0,3
4975,24,1,0,3
4976,195,1,0,3
4977,45,3,0,3
4978,20,1,0,3
4979,195,1,0,3
4980,43,1,0,3
4981,35,1,0,3
4982,2,1,0,3
4983,92,1,0,3
4984,258,1,0,3
4985,4542,3,0,3
4986,11,1,0,3
4987,653,3,0,3
4988,93,1,0,3
4989,4988,2,20.4807,3
4990,20,1,0,3
4991,33,1,0,3
4992,126,1,0,3
4993,77,1,0,3
4994,20,1,0,3
4995,18,1,0,3
4996,98,1,0,3
4997,16,1,0,3
4998,7,1,0,3
4999,19,1,0,3
5000,10,1,0,3
5001,77,1,0,3
5002,448,3,0,3
5003,114,1,0,3
5004,5003,10,29.8247,3
5005,10,1,0,3
5007,23,1,0,3
5008,5005,9,-1,-1
5008,110,1,0,3
5009,99,1,0,3
5010,13,1,0,3
5011,131,1,0,3
5012,1155,2,0,3
5013,71,1,0,3
5014,43,1,0,3
5015,35,1,0,3
5016,23,1,0,3
5017,257,2,0,3
5018,4087,5,0,3
5019,179,1,0,3
5020,37,1,0,3
5021,134,1,0,3
5022,52,1,0,3
5023,1825,2,0,3
5024,87,1,0,3
5025,64,1,0,3
5026,22,1,0,3
5027,11,1,0,3
5028,77,1,0,3
5029,118,1,0,3
5030,93,1,0,3
5031,3,1,0,3
5032,11,1,0,3
5033,85,1,0,3
5034,9,1,0,3
5035,70,1,0,3
5036,828,2,0,3
5037,50,1,0,3
5038,11,1,0,3
5039,275,1,0,3
5040,41,1,0,3
5041,21,1,0,3
5042,2811,3,0,3
5043,56,1,0,3
5044,98,1,0,3
5045,23,1,0,3
5046,190,1,0,3
5047,275,1,0,3
5048,22,1,0,3
5049,22,1,0,3
5050,56,1,0,3
5051,134,1,0,3
5052,2,1,0,3
5053,190,1,0,3
5054,35,1,0,3
5055,35,1,0,3
5056,7,1,0,3
5057,258,1,0,3
5058,87,1,0,3
5059,5058,10,19.5207,3
5060,7,1,0,3
5061,1759,2,0,3
5062,19,1,0,3
5063,24,1,0,3
5064,62,1,0,3
5065,22,1,0,3
5066,131,1,0,3
5067,5066,7,10.3682,3
5068,66,1,0,3
5069,16,1,0,3
5070,99,1,0,3
5071,71,1,0,3
5072,2,1,0,3
5073,159,1,0,3
5074,258,1,0,3
5075,144,1,0,3
5076,70,1,0,3
5077,20,1,0,3
5078,1526,2,0,3
5079,56,1,0,3
5080,1155,2,0,3
5081,190,1,0,3
5082,62,1,0,3
5083,92,1,0,3
5084,110,1,0,3
5085,785,2,0,3
5086,9,1,0,3
5087,35,1,0,3
5088,7,1,0,3
5089,11,1,0,3
5090,52,1,0,3
5091,134,1,0,3
5092,131,1,0,3
5094,77,1,0,3
5095,5092,13,-1,-1
5095,2,1,0,3
5096,23,1,0,3
5097,38,1,0,3
5098,22,1,0,3
5099,18,1,0,3
5100,77,1,0,3
5101,52,1,0,3
5102,56,1,0,3
5103,4,1,0,3
5104,134,1,0,3
5106,46,1,0,3
5107,5104,42,-1,-1
5107,23,1,0,3
5108,59,1,0,3
5109,85,1,0,3
5110,9,1,0,3
5111,258,1,0,3
5112,60,1,0,3
5113,56,1,0,3
