time,seq,class,rtt,hops
299,85,1,0,3
300,299,2,27.7766,3
303,300,15,-1,-1
303,37,1,0,3
304,301,2,-1,-1
304,195,1,0,3
305,37,1,0,3
306,164,1,0,3
307,179,1,0,3
308,33,1,0,3
309,21,1,0,3
310,16,1,0,3
312,118,1,0,3
313,310,4,-1,-1
313,190,1,0,3
314,87,1,0,3
315,71,1,0,3
316,315,4,27.0086,3
317,23,1,0,3
318,144,1,0,3
319,64,1,0,3
320,85,1,0,3
321,41,1,0,3
322,99,1,0,3
323,11,1,0,3
324,20,1,0,3
325,118,1,0,3
326,325,2,22.2086,3
327,110,1,0,3
328,118,1,0,3
329,77,1,0,3
330,329,3,21.7606,3
331,24,1,0,3
332,131,1,0,3
333,21,1,0,3
334,6,1,0,3
335,110,1,0,3
336,77,1,0,3
337,144,1,0,3
338,35,1,0,3
339,24,1,0,3
340,164,1,0,3
341,9,1,0,3
342,20,1,0,3
343,42,1,0,3
344,131,1,0,3
345,7,1,0,3
346,9,1,0,3
347,52,1,0,3
348,66,1,0,3
349,131,1,0,3
350,6,1,0,3
351,18,1,0,3
352,110,1,0,3
353,352,6,20.1607,3
354,92,1,0,3
355,4,1,0,3
356,195,1,0,3
357,140,1,0,3
358,110,1,0,3
359,56,1,0,3
360,70,1,0,3
361,173,2,0,3
362,37,1,0,3
363,4,1,0,3
364,363,19,33.2167,3
365,173,2,0,3
366,299,2,66000,3
367,52,1,0,3
368,4,1,0,3
369,19,1,0,3
370,159,1,0,3
371,63,1,0,3
372,37,1,0,3
373,2,1,0,3
374,131,1,0,3
375,140,1,0,3
376,52,1,0,3
377,59,1,0,3
378,37,1,0,3
379,62,1,0,3
380,43,1,0,3
381,164,1,0,3
382,56,1,0,3
383,114,1,0,3
384,63,1,0,3
385,64,1,0,3
386,24,1,0,3
387,258,1,0,3
388,159,1,0,3
389,11,1,0,3
390,110,1,0,3
391,134,1,0,3
392,258,1,0,3
393,60,1,0,3
394,63,1,0,3
395,66,1,0,3
396,77,1,0,3
397,54,1,0,3
398,35,1,0,3
399,19,1,0,3
400,52,1,0,3
401,3,1,0,3
402,258,1,0,3
403,71,1,0,3
404,134,1,0,3
405,404,1,25.5367,3
406,11,1,0,3
407,43,1,0,3
408,9,1,0,3
409,93,1,0,3
410,64,1,0,3
411,410,9,24.4486,3
412,118,1,0,3
413,85,1,0,3
414,6,1,0,3
415,23,1,0,3
416,60,1,0,3
417,4,1,0,3
418,59,1,0,3
419,6,1,0,3
420,87,1,0,3
421,77,1,0,3
422,77,1,0,3
423,63,1,0,3
424,43,1,0,3
425,71,1,0,3
426,3,1,0,3
427,195,1,0,3
428,2,1,0,3
429,18,1,0,3
430,46,1,0,3
431,99,1,0,3
432,13,1,0,3
433,190,1,0,3
434,159,1,0,3
435,56,1,0,3
436,1,2,0,3
437,118,1,0,3
438,179,1,0,3
439,9,1,0,3
440,4,1,0,3
441,66,1,0,3
442,24,1,0,3
443,23,1,0,3
444,59,1,0,3
445,140,1,0,3
446,445,17,20.8006,3
447,446,2,19.8406,3
448,19,1,0,3
449,448,3,28.6087,3
450,77,1,0,3
451,35,1,0,3
452,144,1,0,3
453,37,1,0,3
454,56,1,0,3
455,179,1,0,3
456,21,1,0,3
457,275,1,0,3
458,275,1,0,3
459,59,1,0,3
460,459,13,21.8886,3
461,460,7,25.4087,3
462,22,1,0,3
463,20,1,0,3
464,463,11,20.4807,3
465,3,1,0,3
466,9,1,0,3
467,56,1,0,3
468,114,1,0,3
469,22,1,0,3
470,144,1,0,3
471,63,1,0,3
472,85,1,0,3
474,71,1,0,3
475,472,4,-1,-1
475,70,1,0,3
476,144,1,0,3
477,134,1,0,3
478,38,1,0,3
479,24,1,0,3
480,479,7,27.6486,3
481,118,1,0,3
482,13,1,0,3
483,85,1,0,3
484,114,1,0,3
485,24,1,0,3
486,35,1,0,3
487,21,1,0,3
488,50,1,0,3
489,63,1,0,3
490,404,1,85000,3
491,63,1,0,3
492,7,1,0,3
493,492,8,17.6006,3
494,190,1,0,3
495,494,4,20.4807,3
496,3,1,0,3
497,16,1,0,3
498,52,1,0,3
499,140,1,0,3
500,35,1,0,3
501,500,7,22.0806,3
502,56,1,0,3
504,4,1,0,3
505,502,7,-1,-1
505,71,1,0,3
506,62,1,0,3
507,70,1,0,3
508,62,1,0,3
509,24,1,0,3
510,4,1,0,3
511,404,1,0,3
512,71,1,0,3
513,18,1,0,3
514,41,1,0,3
515,2,1,0,3
516,52,1,0,3
517,41,1,0,3
518,144,1,0,3
519,110,1,0,3
520,19,1,0,3
521,114,1,0,3
522,521,4,19.8406,3
523,195,1,0,3
524,63,1,0,3
525,7,1,0,3
526,64,1,0,3
527,9,1,0,3
528,114,1,0,3
529,22,1,0,3
530,37,1,0,3
531,43,1,0,3
532,258,1,0,3
533,140,1,0,3
534,114,1,0,3
535,63,1,0,3
536,37,1,0,3
537,66,1,0,3
538,190,1,0,3
539,52,1,0,3
540,33,1,0,3
541,540,7,29.5686,3
542,50,1,0,3
543,9,1,0,3
544,11,1,0,3
545,190,1,0,3
546,19,1,0,3
547,159,1,0,3
548,140,1,0,3
549,20,1,0,3
550,179,1,0,3
551,56,1,0,3
552,551,4,30.9766,3
553,41,1,0,3
554,21,1,0,3
555,9,1,0,3
556,63,1,0,3
557,41,1,0,3
558,59,1,0,3
559,13,1,0,3
560,56,1,0,3
561,24,1,0,3
562,190,1,0,3
563,11,1,0,3
564,60,1,0,3
565,50,1,0,3
566,25,2,0,3
567,87,1,0,3
568,13,1,0,3
569,134,1,0,3
570,190,1,0,3
571,41,1,0,3
572,64,1,0,3
573,572,42,29.8886,3
574,60,1,0,3
575,66,1,0,3
576,23,1,0,3
577,144,1,0,3
578,43,1,0,3
579,98,1,0,3
580,70,1,0,3
581,3,1,0,3
582,42,1,0,3
583,16,1,0,3
584,2,1,0,3
585,64,1,0,3
586,52,1,0,3
587,23,1,0,3
588,46,1,0,3
589,6,1,0,3
590,37,1,0,3
591,16,1,0,3
592,87,1,0,3
593,46,1,0,3
594,20,1,0,3
595,92,1,0,3
596,99,1,0,3
597,93,1,0,3
598,16,1,0,3
599,131,1,0,3
600,599,5,23.3607,3
601,10,1,0,3
602,41,1,0,3
603,33,1,0,3
604,9,1,0,3
605,7,1,0,3
606,3,1,0,3
607,59,1,0,3
608,93,1,0,3
609,114,1,0,3
610,50,1,0,3
611,71,1,0,3
612,85,1,0,3
613,164,1,0,3
614,159,1,0,3
615,52,1,0,3
616,22,1,0,3
617,52,1,0,3
618,617,4,23.2967,3
619,275,1,0,3
620,11,1,0,3
621,52,1,0,3
622,134,1,0,3
623,622,5,17.9207,3
624,92,1,0,3
625,110,1,0,3
626,85,1,0,3
627,37,1,0,3
628,110,1,0,3
629,35,1,0,3
630,126,1,0,3
631,3,1,0,3
632,85,1,0,3
633,164,1,0,3
634,19,1,0,3
635,19,1,0,3
636,35,1,0,3
637,7,1,0,3
638,637,3,26.0486,3
639,4,1,0,3
640,45,3,0,3
641,126,1,0,3
642,92,1,0,3
643,134,1,0,3
644,38,1,0,3
645,195,1,0,3
647,85,1,0,3
648,645,2,-1,-1
648,179,1,0,3
649,404,1,0,3
650,21,1,0,3
651,404,1,0,3
652,43,1,0,3
653,23,1,0,3
654,653,3,28.6086,3
655,195,1,0,3
656,190,1,0,3
657,21,1,0,3
658,13,1,0,3
659,179,1,0,3
660,63,1,0,3
661,3,1,0,3
662,10,1,0,3
663,38,1,0,3
664,663,2,27.0087,3
665,11,1,0,3
666,41,1,0,3
667,21,1,0,3
668,87,1,0,3
669,24,1,0,3
670,669,4,24.3207,3
671,3,1,0,3
672,38,1,0,3
673,672,7,24.4486,3
674,134,1,0,3
676,4,1,0,3
677,674,3,-1,-1
677,258,1,0,3
678,190,1,0,3
679,2,1,0,3
680,24,1,0,3
681,60,1,0,3
682,195,1,0,3
683,64,1,0,3
684,3,1,0,3
685,24,1,0,3
686,110,1,0,3
687,7,1,0,3
688,131,1,0,3
689,9,1,0,3
690,689,4,21.1206,3
691,114,1,0,3
692,110,1,0,3
693,275,1,0,3
694,62,1,0,3
695,63,1,0,3
696,134,1,0,3
697,41,1,0,3
698,70,1,0,3
699,24,1,0,3
700,64,1,0,3
701,126,1,0,3
702,195,1,0,3
703,33,1,0,3
704,56,1,0,3
705,195,1,0,3
706,190,1,0,3
707,22,1,0,3
708,70,1,0,3
709,64,1,0,3
710,9,1,0,3
711,16,1,0,3
712,33,1,0,3
713,6,1,0,3
714,195,1,0,3
715,110,1,0,3
716,118,1,0,3
717,110,1,0,3
718,50,1,0,3
719,110,1,0,3
720,719,4,16.6406,3
721,4,1,0,3
722,7,1,0,3
723,10,1,0,3
724,159,1,0,3
725,118,1,0,3
726,35,1,0,3
727,60,1,0,3
728,727,4,18.8806,3
729,38,1,0,3
730,3,1,0,3
731,21,1,0,3
732,2,1,0,3
733,2,1,0,3
734,9,1,0,3
735,77,1,0,3
736,23,1,0,3
737,16,1,0,3
738,2,1,0,3
739,64,1,0,3
740,62,1,0,3
741,179,1,0,3
742,59,1,0,3
743,60,1,0,3
744,404,1,0,3
745,118,1,0,3
746,18,1,0,3
747,37,1,0,3
748,35,1,0,3
749,64,1,0,3
750,126,1,0,3
751,164,1,0,3
752,35,1,0,3
753,23,1,0,3
754,179,1,0,3
755,33,1,0,3
756,71,1,0,3
757,38,1,0,3
758,93,1,0,3
759,7,1,0,3
760,126,1,0,3
761,70,1,0,3
762,16,1,0,3
763,114,1,0,3
764,134,1,0,3
765,144,1,0,3
766,765,2,16.0007,3
767,70,1,0,3
768,19,1,0,3
769,52,1,0,3
770,118,1,0,3
771,18,1,0,3
772,66,1,0,3
773,38,1,0,3
774,11,1,0,3
775,774,3,21.7607,3
776,9,1,0,3
777,144,1,0,3
778,42,1,0,3
779,190,1,0,3
780,144,1,0,3
781,77,1,0,3
782,22,1,0,3
783,13,1,0,3
784,9,1,0,3
785,179,1,0,3
786,785,2,26.3686,3
787,114,1,0,3
788,56,1,0,3
789,190,1,0,3
791,16,1,0,3
792,789,2,-1,-1
792,42,1,0,3
793,64,1,0,3
794,92,1,0,3
795,66,1,0,3
797,164,1,0,3
798,795,4,-1,-1
798,16,1,0,3
799,7,1,0,3
800,144,1,0,3
801,22,1,0,3
802,92,1,0,3
803,24,1,0,3
804,404,1,0,3
805,118,1,0,3
806,22,1,0,3
807,77,1,0,3
808,54,1,0,3
809,144,1,0,3
810,43,1,0,3
811,64,1,0,3
812,144,1,0,3
813,38,1,0,3
814,144,1,0,3
815,59,1,0,3
816,179,1,0,3
817,4,1,0,3
818,38,1,0,3
819,118,1,0,3
820,24,1,0,3
821,179,1,0,3
822,43,1,0,3
823,822,8,21.5687,3
824,13,1,0,3
825,275,1,0,3
826,85,1,0,3
827,826,2,30.5287,3
828,827,21,27.6486,3
829,828,2,28.9286,3
830,829,6,18.8807,3
831,4,1,0,3
832,13,1,0,3
833,190,1,0,3
834,24,1,0,3
835,126,1,0,3
836,131,1,0,3
837,126,1,0,3
838,837,2,32.2566,3
839,159,1,0,3
840,258,1,0,3
841,840,4,29.8886,3
843,16,1,0,3
844,841,3,-1,-1
844,16,1,0,3
845,404,1,0,3
846,179,1,0,3
847,19,1,0,3
848,847,2,18.8806,3
849,66,1,0,3
850,46,1,0,3
851,258,1,0,3
852,851,2,23.8087,3
853,85,1,0,3
854,41,1,0,3
855,54,1,0,3
856,6,1,0,3
857,63,1,0,3
858,52,1,0,3
859,131,1,0,3
860,10,1,0,3
861,20,1,0,3
862,85,1,0,3
863,10,1,0,3
864,195,1,0,3
865,98,1,0,3
866,865,24,20.6086,3
867,99,1,0,3
868,13,1,0,3
869,56,1,0,3
870,134,1,0,3
871,52,1,0,3
872,13,1,0,3
873,18,1,0,3
874,873,2,21.4407,3
876,9,1,0,3
877,874,4,-1,-1
877,37,1,0,3
878,134,1,0,3
879,10,1,0,3
880,6,1,0,3
881,23,1,0,3
882,118,1,0,3
884,54,1,0,3
885,882,23,-1,-1
885,118,1,0,3
886,118,1,0,3
887,43,1,0,3
888,41,1,0,3
889,20,1,0,3
890,131,1,0,3
891,164,1,0,3
892,13,1,0,3
893,60,1,0,3
894,18,1,0,3
895,195,1,0,3
896,50,1,0,3
897,41,1,0,3
898,126,1,0,3
899,42,1,0,3
900,6,1,0,3
901,98,1,0,3
902,21,1,0,3
903,140,1,0,3
904,50,1,0,3
905,131,1,0,3
906,6,1,0,3
907,906,6,28.9286,3
908,2,1,0,3
909,6,1,0,3
910,41,1,0,3
911,70,1,0,3
912,22,1,0,3
913,114,1,0,3
914,913,3,19.8406,3
915,38,1,0,3
916,99,1,0,3
917,64,1,0,3
918,479,7,0,3
919,56,1,0,3
920,46,1,0,3
921,98,1,0,3
922,16,1,0,3
923,7,1,0,3
924,159,1,0,3
925,11,1,0,3
926,925,3,34.4967,3
927,59,1,0,3
928,9,1,0,3
929,77,1,0,3
930,190,1,0,3
931,46,1,0,3
932,131,1,0,3
933,159,1,0,3
934,52,1,0,3
935,42,1,0,3
936,98,1,0,3
937,126,1,0,3
938,404,1,0,3
939,159,1,0,3
940,46,1,0,3
941,22,1,0,3
942,118,1,0,3
944,35,1,0,3
945,942,2,-1,-1
945,159,1,0,3
946,93,1,0,3
947,46,1,0,3
948,66,1,0,3
949,110,1,0,3
950,46,1,0,3
951,404,1,0,3
953,118,1,0,3
954,951,7,-1,-1
954,98,1,0,3
955,13,1,0,3
956,38,1,0,3
957,64,1,0,3
958,20,1,0,3
959,958,10,21.4406,3
960,62,1,0,3
961,54,1,0,3
962,33,1,0,3
963,404,1,0,3
964,275,1,0,3
965,118,1,0,3
966,18,1,0,3
967,2,1,0,3
968,54,1,0,3
969,63,1,0,3
970,42,1,0,3
971,118,1,0,3
972,77,1,0,3
973,144,1,0,3
974,52,1,0,3
975,114,1,0,3
976,4,1,0,3
977,2,1,0,3
978,179,1,0,3
979,54,1,0,3
980,21,1,0,3
981,19,1,0,3
982,981,4,19.2007,3
983,77,1,0,3
984,404,1,0,3
985,258,1,0,3
986,64,1,0,3
987,190,1,0,3
988,50,1,0,3
989,118,1,0,3
990,2,1,0,3
991,70,1,0,3
992,64,1,0,3
993,92,1,0,3
994,56,1,0,3
995,38,1,0,3
996,20,1,0,3
997,828,2,0,3
998,92,1,0,3
999,20,1,0,3
1000,195,1,0,3
1001,277,2,0,3
1002,33,1,0,3
1003,42,1,0,3
1004,64,1,0,3
1005,1004,2,22.5286,3
1006,87,1,0,3
1007,98,1,0,3
1008,2,1,0,3
1009,110,1,0,3
1010,56,1,0,3
1011,179,1,0,3
1012,11,1,0,3
1013,299,2,0,3
1014,42,1,0,3
1015,7,1,0,3
1016,23,1,0,3
1017,13,1,0,3
1018,258,1,0,3
1019,66,1,0,3
1020,50,1,0,3
1021,110,1,0,3
1022,3,1,0,3
1023,7,1,0,3
1024,93,1,0,3
1025,64,1,0,3
1026,7,1,0,3
1027,22,1,0,3
1028,179,1,0,3
1029,404,1,0,3
1031,60,1,0,3
1032,1029,2,-1,-1
1032,826,2,0,3
1033,2,1,0,3
1034,93,1,0,3
1035,3,1,0,3
1036,63,1,0,3
1037,21,1,0,3
1038,134,1,0,3
1039,669,4,0,3
1040,64,1,0,3
1041,1040,3,27.0087,3
1042,23,1,0,3
1043,190,1,0,3
1044,118,1,0,3
1045,35,1,0,3
1046,126,1,0,3
1047,159,1,0,3
1048,404,1,0,3
1049,13,1,0,3
1050,20,1,0,3
1051,765,2,0,3
1052,43,1,0,3
1053,179,1,0,3
1054,59,1,0,3
1055,131,1,0,3
1056,41,1,0,3
1057,159,1,0,3
1058,19,1,0,3
1059,131,1,0,3
1060,9,1,0,3
1061,118,1,0,3
1062,13,1,0,3
1063,19,1,0,3
1064,16,1,0,3
1065,1064,2,23.0406,3
1066,2,1,0,3
1067,35,1,0,3
1068,37,1,0,3
1069,3,1,0,3
1070,275,1,0,3
1071,7,1,0,3
1072,21,1,0,3
1073,114,1,0,3
1074,92,1,0,3
1075,77,1,0,3
1076,92,1,0,3
1077,4,1,0,3
1078,23,1,0,3
1079,1078,6,25.4086,3
1080,7,1,0,3
1081,126,1,0,3
1082,126,1,0,3
1083,11,1,0,3
1084,43,1,0,3
1085,275,1,0,3
1087,114,1,0,3
1088,1085,14,-1,-1
1088,7,1,0,3
1089,847,2,0,3
1090,42,1,0,3
1091,70,1,0,3
1092,404,1,0,3
1093,159,1,0,3
1094,70,1,0,3
1095,195,1,0,3
1096,66,1,0,3
1097,77,1,0,3
1098,114,1,0,3
1099,9,1,0,3
1100,33,1,0,3
1101,10,1,0,3
1102,4,1,0,3
1103,64,1,0,3
1104,63,1,0,3
1105,20,1,0,3
1106,46,1,0,3
1107,52,1,0,3
1108,87,1,0,3
1109,64,1,0,3
1110,66,1,0,3
1111,43,1,0,3
1112,195,1,0,3
1113,114,1,0,3
1114,404,1,0,3
1115,59,1,0,3
1116,114,1,0,3
1117,54,1,0,3
1118,35,1,0,3
1119,66,1,0,3
1120,6,1,0,3
1121,16,1,0,3
1122,35,1,0,3
1123,21,1,0,3
1124,18,1,0,3
1125,93,1,0,3
1126,20,1,0,3
1127,64,1,0,3
1128,59,1,0,3
1129,159,1,0,3
1130,134,1,0,3
1131,85,1,0,3
1132,18,1,0,3
1133,258,1,0,3
1134,7,1,0,3
1135,126,1,0,3
1136,6,1,0,3
1137,66,1,0,3
1138,21,1,0,3
1139,87,1,0,3
1140,63,1,0,3
1141,60,1,0,3
1142,35,1,0,3
1143,33,1,0,3
1144,41,1,0,3
1145,70,1,0,3
1146,62,1,0,3
1147,774,3,0,3
1148,38,1,0,3
1149,38,1,0,3
1150,1149,4,20.1606,3
1151,126,1,0,3
1152,46,1,0,3
1153,37,1,0,3
1154,258,1,0,3
1155,33,1,0,3
1156,1155,2,18.5606,3
1157,62,1,0,3
1158,38,1,0,3
1159,21,1,0,3
1160,99,1,0,3
1161,144,1,0,3
1162,37,1,0,3
1163,4,1,0,3
1164,50,1,0,3
1165,299,2,0,3
1166,62,1,0,3
1167,164,1,0,3
1168,20,1,0,3
1169,22,1,0,3
1170,159,1,0,3
1171,66,1,0,3
1172,33,1,0,3
1173,114,1,0,3
1174,195,1,0,3
1175,3,1,0,3
1176,18,1,0,3
1177,167,2,0,3
1178,41,1,0,3
1179,140,1,0,3
1180,1179,3,20.9287,3
1181,99,1,0,3
1182,16,1,0,3
1183,179,1,0,3
1184,1183,22,29.3766,3
1185,1184,2,28.2886,3
1186,13,1,0,3
1187,114,1,0,3
1188,98,1,0,3
1189,826,2,0,3
1191,195,1,0,3
1192,1189,8,-1,-1
1192,93,1,0,3
1193,1192,4,19.8406,3
1194,56,1,0,3
1195,1194,2,33.5366,3
1196,404,1,0,3
1197,10,1,0,3
1198,6,1,0,3
1199,63,1,0,3
1200,195,1,0,3
1201,134,1,0,3
1202,1149,4,52000,3
1203,21,1,0,3
1204,7,1,0,3
1205,1204,3,28.2886,3
1206,60,1,0,3
1207,71,1,0,3
1208,43,1,0,3
1209,179,1,0,3
1210,59,1,0,3
1211,54,1,0,3
1212,33,1,0,3
1213,114,1,0,3
1214,131,1,0,3
1215,42,1,0,3
1216,43,1,0,3
1217,144,1,0,3
1218,11,1,0,3
1219,1218,2,26.0486,3
1220,35,1,0,3
1221,21,1,0,3
1222,85,1,0,3
1223,38,1,0,3
1224,63,1,0,3
1225,16,1,0,3
1226,1225,6,18.3684,3
1227,1226,5,21.8886,3
1228,190,1,0,3
1229,140,1,0,3
1230,50,1,0,3
1231,20,1,0,3
1232,2,1,0,3
1233,42,1,0,3
1234,404,1,0,3
1235,54,1,0,3
1236,231,4,0,3
1237,159,1,0,3
1238,9,1,0,3
1239,11,1,0,3
1240,64,1,0,3
1241,7,1,0,3
1242,66,1,0,3
1243,4,1,0,3
1244,3,1,0,3
1245,277,2,0,3
1246,1245,2,29.5047,3
1247,10,1,0,3
1248,4,1,0,3
1249,37,1,0,3
1250,10,1,0,3
1251,56,1,0,3
1252,85,1,0,3
1253,258,1,0,3
1254,275,1,0,3
1255,33,1,0,3
1256,24,1,0,3
1257,62,1,0,3
1258,118,1,0,3
1259,37,1,0,3
1260,134,1,0,3
1261,110,1,0,3
1262,837,2,0,3
1263,20,1,0,3
1264,62,1,0,3
1265,64,1,0,3
1266,71,1,0,3
1267,33,1,0,3
1268,1267,4,21.7607,3
1269,131,1,0,3
1270,33,1,0,3
1271,404,1,0,3
1272,98,1,0,3
1273,4,1,0,3
1274,123,2,0,3
1275,46,1,0,3
1276,190,1,0,3
1277,13,1,0,3
1278,21,1,0,3
1279,195,1,0,3
1280,70,1,0,3
1281,325,2,0,3
1282,42,1,0,3
1283,41,1,0,3
1284,93,1,0,3
1285,77,1,0,3
1286,404,1,0,3
1287,60,1,0,3
1288,92,1,0,3
1289,21,1,0,3
1290,1289,3,30.5287,3
1291,195,1,0,3
1292,404,1,0,3
1293,93,1,0,3
1294,59,1,0,3
1295,925,3,0,3
1296,2,1,0,3
1297,35,1,0,3
1298,1218,2,79000,3
1299,13,1,0,3
1300,98,1,0,3
1301,42,1,0,3
